event_id,transaction_id,account_id,protocol_id,event_type,token_id,amount,collateral_amount,debt_amount,timestamp
59,120,960,2,DEPOSIT,4,5774.424139,5774.424139,,2025-01-02 06:36:46
60,121,109,2,BORROW,4,8360.05787,19867.166311392,8360.05787,2025-01-02 06:37:57
61,124,124,1,WITHDRAW,1,2541.804676,,,2025-01-02 06:48:56
62,125,678,3,DEPOSIT,3,3883.595656,3883.595656,,2025-01-02 06:50:46
63,126,942,4,DEPOSIT,1,9770.364481,9770.364481,,2025-01-02 06:52:06
64,127,718,1,DEPOSIT,5,4232.789677,4232.789677,,2025-01-02 07:03:41
65,129,85,4,WITHDRAW,1,3804.712647,,,2025-01-02 07:32:17
66,135,887,4,WITHDRAW,2,8086.100916,,,2025-01-02 09:09:14
67,136,143,1,BORROW,5,4437.163214,7088.4474028617,4437.163214,2025-01-02 09:15:12
68,137,726,1,DEPOSIT,5,4192.059663,4192.059663,,2025-01-02 09:31:36
69,138,433,3,BORROW,1,8790.032154,14296.5557048588,8790.032154,2025-01-02 09:38:17
70,139,942,1,WITHDRAW,2,250.851661,,,2025-01-02 09:39:58
71,144,649,2,WITHDRAW,1,6674.152656,,,2025-01-02 10:09:46
72,145,70,2,WITHDRAW,1,2478.207534,,,2025-01-02 10:14:31
73,148,522,2,DEPOSIT,2,5993.798723,5993.798723,,2025-01-02 11:26:32
74,149,615,1,BORROW,1,7074.296301,12776.3990821978,7074.296301,2025-01-02 12:16:29
75,152,546,3,DEPOSIT,3,9342.26707,9342.26707,,2025-01-02 12:48:31
76,155,143,3,REPAY,2,3289.530588,,3289.530588,2025-01-02 13:08:20
77,157,346,3,DEPOSIT,4,2463.881799,2463.881799,,2025-01-02 13:25:02
78,159,403,3,BORROW,2,9285.276534,12796.2700785243,9285.276534,2025-01-02 13:39:50
79,161,397,3,REPAY,1,4833.912478,,4833.912478,2025-01-02 14:06:34
80,163,115,3,DEPOSIT,3,4303.728404,4303.728404,,2025-01-02 14:45:37
81,164,770,3,BORROW,5,8423.603163,10645.0498955375,8423.603163,2025-01-02 14:50:24
82,166,759,1,WITHDRAW,4,965.879748,,,2025-01-02 15:14:00
83,169,757,1,WITHDRAW,4,5417.23357,,,2025-01-02 15:29:42
84,172,415,2,BORROW,3,3856.496191,6155.8351409698,3856.496191,2025-01-02 15:46:14
85,173,577,1,DEPOSIT,4,3894.810086,3894.810086,,2025-01-02 15:47:22
86,174,447,4,WITHDRAW,1,2556.708047,,,2025-01-02 17:01:41
87,175,267,2,REPAY,5,331.857626,,331.857626,2025-01-02 17:17:48
88,176,235,3,DEPOSIT,1,801.761059,801.761059,,2025-01-02 17:18:28
89,178,893,2,BORROW,1,2953.605624,5010.1542448459,2953.605624,2025-01-02 17:28:03
90,179,242,1,BORROW,2,767.08282,1881.7128706603,767.08282,2025-01-02 17:36:58
91,180,547,3,BORROW,4,7259.764109,13069.862100728,7259.764109,2025-01-02 18:30:09
92,182,404,4,BORROW,1,1643.503164,2070.4248463947,1643.503164,2025-01-02 18:33:39
93,186,592,4,DEPOSIT,3,1677.286319,1677.286319,,2025-01-02 19:11:17
94,187,212,3,BORROW,3,1243.808331,2925.2774596253,1243.808331,2025-01-02 19:13:11
95,188,383,2,BORROW,4,7528.08261,13293.5903718153,7528.08261,2025-01-02 19:16:49
96,191,150,3,WITHDRAW,3,540.662223,,,2025-01-02 19:47:21
97,194,277,2,BORROW,5,6343.677625,15553.5186650099,6343.677625,2025-01-02 20:18:13
98,197,677,2,DEPOSIT,3,1430.690305,1430.690305,,2025-01-02 20:42:54
99,201,506,3,BORROW,4,6206.303706,12338.4307247455,6206.303706,2025-01-02 21:07:02
100,203,533,2,WITHDRAW,2,8151.169229,,,2025-01-02 21:21:47
101,204,522,1,WITHDRAW,4,9521.483523,,,2025-01-02 21:24:08
102,205,844,2,BORROW,2,8819.386941,10741.8632258078,8819.386941,2025-01-02 21:46:12
103,207,493,1,DEPOSIT,3,4361.878019,4361.878019,,2025-01-02 22:06:01
104,211,813,1,DEPOSIT,1,4717.369334,4717.369334,,2025-01-02 23:15:25
105,212,376,1,WITHDRAW,3,413.89402,,,2025-01-02 23:52:22
106,216,403,4,REPAY,4,3926.52738,,3926.52738,2025-01-03 00:38:52
107,217,835,3,WITHDRAW,2,6665.891094,,,2025-01-03 01:09:22
108,218,159,1,BORROW,1,1562.031708,2307.3147287144,1562.031708,2025-01-03 01:11:37
109,220,660,3,DEPOSIT,5,9374.987623,9374.987623,,2025-01-03 01:21:38
110,223,433,1,WITHDRAW,2,8693.049843,,,2025-01-03 01:50:26
111,225,739,1,BORROW,1,6352.225821,11709.3051181804,6352.225821,2025-01-03 02:02:23
112,226,346,2,BORROW,4,2189.511443,2812.3627616796,2189.511443,2025-01-03 02:11:14
113,229,811,4,BORROW,4,9149.641538,16159.5725119341,9149.641538,2025-01-03 02:48:08
114,233,656,4,DEPOSIT,1,9888.795215,9888.795215,,2025-01-03 03:57:49
115,236,174,2,DEPOSIT,4,9060.485884,9060.485884,,2025-01-03 04:53:51
116,238,874,3,WITHDRAW,1,9651.785308,,,2025-01-03 05:17:17
117,239,513,1,DEPOSIT,4,4817.606301,4817.606301,,2025-01-03 05:17:39
118,240,808,4,BORROW,2,8085.358793,16765.876080322,8085.358793,2025-01-03 05:46:17
119,241,933,1,WITHDRAW,1,1631.298392,,,2025-01-03 06:00:25
120,242,548,1,WITHDRAW,3,3408.405951,,,2025-01-03 06:04:16
121,243,827,2,BORROW,4,1758.477829,3222.0383536966,1758.477829,2025-01-03 06:04:21
122,244,766,4,WITHDRAW,2,5579.00308,,,2025-01-03 06:16:08
123,246,665,3,DEPOSIT,1,8621.448397,8621.448397,,2025-01-03 06:56:18
124,249,880,3,WITHDRAW,2,8158.776581,,,2025-01-03 07:17:08
125,250,422,1,WITHDRAW,3,4987.887597,,,2025-01-03 07:24:53
126,251,292,1,DEPOSIT,2,3631.696299,3631.696299,,2025-01-03 07:43:23
127,255,71,1,BORROW,5,1157.604093,1542.0837617358,1157.604093,2025-01-03 08:14:10
128,257,665,1,DEPOSIT,1,4708.453584,4708.453584,,2025-01-03 08:51:35
129,258,981,4,DEPOSIT,2,62.812035,62.812035,,2025-01-03 08:53:32
130,261,877,4,DEPOSIT,3,24.511869,24.511869,,2025-01-03 09:16:08
131,263,256,2,DEPOSIT,4,9652.546743,9652.546743,,2025-01-03 09:30:16
132,266,455,2,WITHDRAW,2,3898.218204,,,2025-01-03 09:37:10
133,267,679,3,BORROW,4,4430.763109,10228.3885131888,4430.763109,2025-01-03 09:52:25
134,268,63,3,WITHDRAW,4,2046.36039,,,2025-01-03 09:53:43
135,269,287,4,BORROW,1,7878.38271,14229.0953831281,7878.38271,2025-01-03 10:09:01
136,271,927,4,BORROW,2,3907.358329,9726.9700339754,3907.358329,2025-01-03 10:37:11
137,272,957,3,BORROW,3,5268.079497,12968.2243819944,5268.079497,2025-01-03 10:47:32
138,273,529,1,DEPOSIT,1,5675.887116,5675.887116,,2025-01-03 11:01:22
139,274,259,2,DEPOSIT,5,6278.918162,6278.918162,,2025-01-03 11:20:54
140,276,751,3,DEPOSIT,3,5866.061637,5866.061637,,2025-01-03 11:30:53
141,279,918,1,BORROW,4,2129.097578,3406.2734565015,2129.097578,2025-01-03 12:06:26
142,282,96,2,DEPOSIT,5,451.26384,451.26384,,2025-01-03 12:33:31
143,284,103,2,BORROW,5,9255.629514,22991.4732174938,9255.629514,2025-01-03 13:10:53
144,286,282,1,WITHDRAW,2,7327.077869,,,2025-01-03 13:56:37
145,287,303,2,DEPOSIT,2,324.594096,324.594096,,2025-01-03 14:00:14
146,288,643,2,DEPOSIT,4,6882.292115,6882.292115,,2025-01-03 14:54:00
147,290,426,2,BORROW,2,2734.787002,6362.3738291837,2734.787002,2025-01-03 15:11:56
148,291,544,3,WITHDRAW,5,8865.018127,,,2025-01-03 15:29:41
149,295,491,1,DEPOSIT,2,5184.364784,5184.364784,,2025-01-03 16:00:06
150,298,823,2,DEPOSIT,1,6252.152067,6252.152067,,2025-01-03 16:46:47
151,300,799,1,BORROW,1,927.974598,1617.8481434452,927.974598,2025-01-03 17:36:14
152,301,600,4,BORROW,2,9535.577681,14384.7067375102,9535.577681,2025-01-03 17:38:13
153,302,664,1,DEPOSIT,5,7195.061824,7195.061824,,2025-01-03 17:46:48
154,305,808,4,REPAY,1,4209.088194,,4209.088194,2025-01-03 18:06:54
155,310,791,2,DEPOSIT,5,1266.409134,1266.409134,,2025-01-03 18:58:25
156,312,641,4,WITHDRAW,2,4989.487764,,,2025-01-03 19:51:15
157,314,634,3,DEPOSIT,5,4082.335707,4082.335707,,2025-01-03 20:42:06
158,316,474,4,WITHDRAW,3,1575.15339,,,2025-01-03 21:37:05
159,318,301,1,BORROW,1,4751.337301,7425.1624029641,4751.337301,2025-01-03 21:52:47
160,319,298,1,BORROW,5,7743.165279,11108.5062010076,7743.165279,2025-01-03 21:58:17
161,322,214,3,WITHDRAW,2,5875.344345,,,2025-01-03 23:06:05
162,323,228,1,WITHDRAW,1,7115.942278,,,2025-01-03 23:27:36
163,324,807,2,BORROW,1,2486.85359,4466.3872886048,2486.85359,2025-01-03 23:36:47
164,325,222,2,BORROW,3,488.190342,1115.9730621923,488.190342,2025-01-04 00:17:32
165,326,980,4,BORROW,5,7608.143702,11402.6294992588,7608.143702,2025-01-04 00:22:31
166,328,831,3,BORROW,1,7808.466863,11412.6006403253,7808.466863,2025-01-04 00:50:33
167,333,28,2,DEPOSIT,4,1714.300879,1714.300879,,2025-01-04 01:18:55
168,334,518,4,BORROW,2,2822.694665,5156.7538612943,2822.694665,2025-01-04 01:51:59
169,335,957,2,REPAY,3,2990.753101,,2990.753101,2025-01-04 01:58:51
170,336,376,2,DEPOSIT,3,4928.831543,4928.831543,,2025-01-04 02:01:50
171,337,762,1,BORROW,1,7488.794841,12207.6958179139,7488.794841,2025-01-04 02:13:36
172,338,44,2,REPAY,1,4060.039661,,4060.039661,2025-01-04 02:14:23
173,339,893,1,REPAY,4,1147.004367,,1147.004367,2025-01-04 02:44:40
174,340,787,3,BORROW,3,615.315511,925.1321030955,615.315511,2025-01-04 03:06:58
175,341,586,4,BORROW,4,7654.214636,10950.3981153177,7654.214636,2025-01-04 03:14:35
176,343,541,3,DEPOSIT,3,2381.882479,2381.882479,,2025-01-04 03:30:12
177,344,542,2,BORROW,1,2414.099827,3216.0796795973,2414.099827,2025-01-04 03:35:24
178,347,613,4,DEPOSIT,4,8697.104116,8697.104116,,2025-01-04 03:52:35
179,348,620,1,DEPOSIT,4,8892.62232,8892.62232,,2025-01-04 03:58:29
180,349,594,2,WITHDRAW,2,3310.234543,,,2025-01-04 04:30:53
181,350,909,2,DEPOSIT,2,8906.491377,8906.491377,,2025-01-04 04:33:10
182,351,840,4,DEPOSIT,4,5643.512225,5643.512225,,2025-01-04 05:11:14
183,352,717,4,BORROW,5,1634.508081,3208.660208429,1634.508081,2025-01-04 05:18:19
184,353,996,2,DEPOSIT,2,3101.922547,3101.922547,,2025-01-04 05:30:10
185,354,622,3,DEPOSIT,5,6505.393982,6505.393982,,2025-01-04 05:32:01
186,356,121,4,WITHDRAW,5,3419.983902,,,2025-01-04 05:46:41
187,358,388,1,DEPOSIT,2,5622.32267,5622.32267,,2025-01-04 05:56:58
188,359,703,3,DEPOSIT,5,5719.355098,5719.355098,,2025-01-04 06:43:03
189,363,207,3,BORROW,2,8253.249377,18548.2203690924,8253.249377,2025-01-04 08:28:06
190,364,68,3,BORROW,1,893.033908,1413.5159499903,893.033908,2025-01-04 08:59:37
191,365,330,2,REPAY,2,5366.094892,,5366.094892,2025-01-04 09:02:49
192,367,401,2,DEPOSIT,4,7262.951897,7262.951897,,2025-01-04 09:45:57
193,368,611,1,BORROW,1,7484.043893,11666.5522172218,7484.043893,2025-01-04 10:14:57
194,371,960,2,WITHDRAW,3,2034.159531,,,2025-01-04 10:48:36
195,373,769,2,WITHDRAW,3,4682.599818,,,2025-01-04 11:29:27
196,377,111,2,WITHDRAW,4,9152.553589,,,2025-01-04 12:19:41
197,378,95,2,WITHDRAW,5,1032.356231,,,2025-01-04 12:29:40
198,379,430,3,BORROW,5,7372.024917,13288.1311774345,7372.024917,2025-01-04 13:37:14
199,385,676,4,DEPOSIT,5,9371.217037,9371.217037,,2025-01-04 14:58:51
200,386,751,1,DEPOSIT,2,9817.203394,9817.203394,,2025-01-04 15:14:03
201,387,468,3,WITHDRAW,5,2359.839646,,,2025-01-04 15:14:11
202,388,560,1,WITHDRAW,2,8510.21587,,,2025-01-04 15:14:27
203,390,621,1,DEPOSIT,5,6476.234839,6476.234839,,2025-01-04 15:38:39
204,391,520,4,WITHDRAW,1,925.740445,,,2025-01-04 15:50:24
205,393,987,4,DEPOSIT,4,6108.214965,6108.214965,,2025-01-04 16:15:16
206,396,378,1,BORROW,3,6669.344116,15019.4765404976,6669.344116,2025-01-04 16:50:24
207,397,391,1,REPAY,4,983.581114,,983.581114,2025-01-04 16:54:41
208,399,404,3,REPAY,5,439.012564,,439.012564,2025-01-04 18:23:20
209,402,495,2,WITHDRAW,4,9686.593656,,,2025-01-04 19:28:19
210,411,822,1,BORROW,1,7785.703702,18481.9616442174,7785.703702,2025-01-04 20:52:16
211,412,971,4,DEPOSIT,5,5619.241109,5619.241109,,2025-01-04 21:20:20
212,413,490,2,BORROW,3,2426.598379,3176.8591279105,2426.598379,2025-01-04 21:27:02
213,414,357,4,WITHDRAW,3,4166.670222,,,2025-01-04 21:34:12
214,415,519,4,DEPOSIT,5,2802.585442,2802.585442,,2025-01-04 21:42:25
215,417,325,2,WITHDRAW,3,5025.291322,,,2025-01-04 22:17:31
216,418,991,1,DEPOSIT,3,1369.891482,1369.891482,,2025-01-04 23:04:27
217,419,821,2,BORROW,2,820.206873,1365.0359491477,820.206873,2025-01-04 23:04:53
218,421,535,2,BORROW,4,6851.749887,15797.3127030609,6851.749887,2025-01-05 00:32:35
219,424,757,2,WITHDRAW,3,9497.534535,,,2025-01-05 00:48:49
220,425,178,2,WITHDRAW,1,1912.332946,,,2025-01-05 00:58:02
221,429,267,4,REPAY,3,11.868003,,11.868003,2025-01-05 02:12:46
222,430,334,4,BORROW,1,3885.886552,9125.5146952679,3885.886552,2025-01-05 02:24:56
223,431,402,1,WITHDRAW,4,6457.748812,,,2025-01-05 02:34:35
224,432,204,2,DEPOSIT,2,9567.343121,9567.343121,,2025-01-05 02:50:09
225,433,159,2,REPAY,5,1197.914491,,1197.914491,2025-01-05 02:51:41
226,434,819,3,WITHDRAW,1,2370.357914,,,2025-01-05 03:07:09
227,435,333,2,DEPOSIT,2,3208.834996,3208.834996,,2025-01-05 03:13:01
228,437,260,1,WITHDRAW,4,1812.800067,,,2025-01-05 03:55:58
229,439,611,1,REPAY,4,2191.428899,,2191.428899,2025-01-05 04:07:13
230,440,594,2,WITHDRAW,5,1315.3766,,,2025-01-05 04:08:36
231,441,101,4,BORROW,3,7319.110576,17372.9256106877,7319.110576,2025-01-05 04:09:36
232,442,178,3,BORROW,1,7633.867954,17619.9490676831,7633.867954,2025-01-05 04:30:14
233,447,585,2,WITHDRAW,1,6432.687578,,,2025-01-05 05:35:46
234,450,512,4,WITHDRAW,2,493.680463,,,2025-01-05 05:56:39
235,451,162,4,DEPOSIT,4,4670.862617,4670.862617,,2025-01-05 06:07:17
236,454,220,2,BORROW,5,4371.340663,9747.5987937459,4371.340663,2025-01-05 06:41:53
237,455,184,1,WITHDRAW,3,1504.821424,,,2025-01-05 07:03:51
238,456,292,4,BORROW,5,6290.949091,13825.3170074295,6290.949091,2025-01-05 07:08:14
239,458,718,4,WITHDRAW,3,8398.064161,,,2025-01-05 08:18:52
240,460,844,2,LIQUIDATION,1,8819.386941,9196.2809318801,8819.386941,2025-01-05 08:45:56
241,464,739,1,REPAY,5,2992.578226,,2992.578226,2025-01-05 09:44:39
242,466,8,1,DEPOSIT,3,2504.477424,2504.477424,,2025-01-05 09:57:15
243,467,927,3,REPAY,4,1878.932257,,1878.932257,2025-01-05 10:00:50
244,468,454,3,DEPOSIT,3,2857.585642,2857.585642,,2025-01-05 10:24:44
245,469,862,4,BORROW,3,4398.430229,9354.0014841479,4398.430229,2025-01-05 10:55:15
246,471,103,4,REPAY,1,2273.98712,,2273.98712,2025-01-05 11:18:44
247,472,100,1,REPAY,4,2266.065283,,2266.065283,2025-01-05 11:21:56
248,475,180,1,BORROW,2,272.553132,550.8111443056,272.553132,2025-01-05 11:49:56
249,477,204,4,WITHDRAW,2,1574.278857,,,2025-01-05 12:00:33
250,479,717,3,REPAY,1,756.263851,,756.263851,2025-01-05 12:24:52
251,480,642,1,DEPOSIT,1,4474.844501,4474.844501,,2025-01-05 13:05:26
252,481,259,2,BORROW,3,5484.392075,10821.1228181379,5484.392075,2025-01-05 13:09:11
253,482,577,1,WITHDRAW,3,3157.319284,,,2025-01-05 13:12:02
254,484,842,4,WITHDRAW,5,6392.42714,,,2025-01-05 14:21:07
255,485,450,3,WITHDRAW,4,1029.533632,,,2025-01-05 14:22:53
256,487,448,3,DEPOSIT,5,5832.810746,5832.810746,,2025-01-05 14:27:07
257,488,16,2,BORROW,3,8845.907432,14426.1571468906,8845.907432,2025-01-05 14:32:37
258,489,220,2,REPAY,5,852.945034,,852.945034,2025-01-05 14:41:48
259,490,682,1,DEPOSIT,3,8497.697463,8497.697463,,2025-01-05 15:25:47
260,491,819,4,BORROW,3,9018.241358,13453.3356023678,9018.241358,2025-01-05 15:31:43
261,492,986,3,BORROW,5,9285.253386,14177.689641504,9285.253386,2025-01-05 15:47:11
262,493,73,3,WITHDRAW,3,5355.68844,,,2025-01-05 15:51:07
263,497,524,3,DEPOSIT,5,7916.718236,7916.718236,,2025-01-05 16:48:43
264,498,517,4,DEPOSIT,4,6649.188436,6649.188436,,2025-01-05 16:58:50
265,499,235,4,REPAY,1,186.6977,,186.6977,2025-01-05 16:59:12
266,501,472,2,WITHDRAW,4,2935.570234,,,2025-01-05 18:28:12
267,502,719,4,WITHDRAW,4,5472.516412,,,2025-01-05 18:54:25
268,505,588,4,DEPOSIT,3,5331.707387,5331.707387,,2025-01-05 19:11:42
269,506,447,4,BORROW,3,4847.283643,11980.6922539695,4847.283643,2025-01-05 19:33:21
270,508,918,2,REPAY,3,2126.37465,,2126.37465,2025-01-05 20:00:16
271,509,239,1,BORROW,4,3483.117263,7909.0690928388,3483.117263,2025-01-05 20:05:55
272,513,919,2,DEPOSIT,5,7004.94412,7004.94412,,2025-01-05 21:51:33
273,514,646,1,BORROW,5,8676.357655,12524.9627941019,8676.357655,2025-01-05 21:53:08
274,516,404,2,DEPOSIT,5,6991.81866,6991.81866,,2025-01-05 22:14:30
275,518,51,2,BORROW,5,7251.577729,9395.7600982629,7251.577729,2025-01-05 22:29:02
276,519,800,2,BORROW,3,7000.209828,15153.06146308,7000.209828,2025-01-05 22:37:48
277,520,117,4,BORROW,1,6859.38395,8792.5216580944,6859.38395,2025-01-05 23:00:11
278,521,771,4,WITHDRAW,2,3150.736208,,,2025-01-05 23:29:31
279,523,667,3,WITHDRAW,3,1797.486136,,,2025-01-05 23:40:46
280,524,699,4,DEPOSIT,5,4319.086652,4319.086652,,2025-01-05 23:56:13
281,525,269,3,BORROW,3,4293.547746,10447.3995101462,4293.547746,2025-01-06 00:07:51
282,528,875,3,DEPOSIT,3,551.382099,551.382099,,2025-01-06 00:45:53
283,530,186,4,DEPOSIT,4,6942.556802,6942.556802,,2025-01-06 00:59:32
284,533,486,4,BORROW,4,7138.573822,11060.9605003554,7138.573822,2025-01-06 01:27:44
285,534,82,3,LIQUIDATION,5,10735.409056,8802.6487376472,10735.409056,2025-01-06 01:33:45
286,536,748,1,BORROW,2,2118.520365,2855.8525980884,2118.520365,2025-01-06 02:12:53
287,539,770,3,LIQUIDATION,3,8423.603163,7952.8138774858,8423.603163,2025-01-06 02:29:32
288,540,275,3,BORROW,4,3124.480518,5259.7477700802,3124.480518,2025-01-06 02:47:07
289,541,758,1,BORROW,2,1202.896234,2696.1768496843,1202.896234,2025-01-06 02:49:03
290,543,249,4,DEPOSIT,2,1705.513163,1705.513163,,2025-01-06 02:52:09
291,544,389,3,WITHDRAW,4,7145.025595,,,2025-01-06 03:08:09
292,549,438,2,BORROW,5,8212.5475,18640.2956463685,8212.5475,2025-01-06 05:00:38
293,552,262,4,DEPOSIT,5,9881.838196,9881.838196,,2025-01-06 05:20:44
294,557,512,2,BORROW,2,9835.713805,21455.9290376524,9835.713805,2025-01-06 07:13:05
295,558,729,2,WITHDRAW,2,1220.054585,,,2025-01-06 07:26:15
296,559,180,4,REPAY,5,140.413437,,140.413437,2025-01-06 07:27:38
297,562,327,1,DEPOSIT,1,7863.826187,7863.826187,,2025-01-06 07:55:42
298,564,810,2,BORROW,1,7360.01895,17804.9661040903,7360.01895,2025-01-06 08:52:29
299,566,855,1,BORROW,1,4415.525421,7325.5930940622,4415.525421,2025-01-06 09:06:38
300,567,276,4,BORROW,1,9169.784749,15159.2496283845,9169.784749,2025-01-06 09:38:34
301,568,721,3,WITHDRAW,2,25.840604,,,2025-01-06 09:53:47
302,569,629,4,WITHDRAW,3,429.157077,,,2025-01-06 09:58:57
303,572,580,4,BORROW,5,7837.733888,18654.1838311873,7837.733888,2025-01-06 10:23:09
304,578,288,4,BORROW,5,9405.657294,12543.7822172313,9405.657294,2025-01-06 12:13:48
305,580,376,1,BORROW,2,8250.74421,14045.7761169722,8250.74421,2025-01-06 12:33:07
306,583,420,4,BORROW,1,1799.602988,2449.4050826373,1799.602988,2025-01-06 13:04:36
307,585,92,2,DEPOSIT,5,1617.568463,1617.568463,,2025-01-06 13:13:17
308,587,68,1,LIQUIDATION,3,893.033908,747.448111938,893.033908,2025-01-06 14:05:32
309,588,2,1,WITHDRAW,1,3156.683859,,,2025-01-06 14:17:36
310,593,286,1,DEPOSIT,4,9593.768301,9593.768301,,2025-01-06 14:58:30
311,594,486,1,LIQUIDATION,3,7138.573822,8129.801889558,7138.573822,2025-01-06 15:06:56
312,595,73,1,BORROW,3,1621.917782,2504.8738082997,1621.917782,2025-01-06 15:20:27
313,597,449,3,DEPOSIT,2,8714.857554,8714.857554,,2025-01-06 15:41:48
314,600,817,4,WITHDRAW,3,9150.894958,,,2025-01-06 16:11:00
315,601,457,4,WITHDRAW,1,3607.45978,,,2025-01-06 16:21:26
316,603,333,3,BORROW,4,7333.136716,15090.7353687583,7333.136716,2025-01-06 16:33:50
317,605,704,3,BORROW,3,7071.180061,12902.6159596268,7071.180061,2025-01-06 17:17:27
318,606,720,3,DEPOSIT,4,9194.578769,9194.578769,,2025-01-06 17:19:15
