account_id,future_liquidation_count,future_borrow_count,future_repay_count,future_failed_tx_ratio,risk_label,risk_label_id
201,0.0,0.0,4.0,0.0,LOW,0
202,0.0,0.0,1.0,0.0,LOW,0
203,1.0,1.0,5.0,0.0,MEDIUM,1
204,0.0,0.0,2.0,0.0,LOW,0
205,0.0,0.0,5.0,0.0,LOW,0
206,0.0,0.0,0.0,0.0,LOW,0
207,1.0,1.0,1.0,0.0,MEDIUM,1
208,0.0,0.0,2.0,0.0,LOW,0
209,0.0,0.0,0.0,0.0,LOW,0
210,0.0,0.0,7.0,0.0,LOW,0
211,1.0,0.0,4.0,0.14285714285714285,MEDIUM,1
212,0.0,1.0,3.0,0.0,LOW,0
213,1.0,1.0,0.0,0.0,MEDIUM,1
214,0.0,0.0,0.0,0.0,LOW,0
215,0.0,0.0,9.0,0.0,LOW,0
216,0.0,1.0,1.0,0.0,LOW,0
217,0.0,0.0,0.0,0.25,HIGH,2
218,0.0,0.0,0.0,0.0,LOW,0
219,1.0,3.0,0.0,0.0,MEDIUM,1
220,0.0,1.0,5.0,0.125,MEDIUM,1
221,0.0,0.0,6.0,0.0,LOW,0
222,2.0,2.0,0.0,0.0,HIGH,2
223,1.0,0.0,1.0,0.0,MEDIUM,1
224,0.0,1.0,6.0,0.18181818181818182,MEDIUM,1
225,0.0,0.0,3.0,0.0,LOW,0
226,0.0,0.0,0.0,0.0,LOW,0
227,0.0,1.0,3.0,0.14285714285714285,MEDIUM,1
228,0.0,1.0,1.0,0.0,LOW,0
229,0.0,0.0,4.0,0.0,LOW,0
230,0.0,0.0,6.0,0.0,LOW,0
231,0.0,0.0,9.0,0.0,LOW,0
232,0.0,0.0,1.0,0.0,LOW,0
233,0.0,1.0,1.0,0.0,LOW,0
234,0.0,0.0,0.0,0.16666666666666666,MEDIUM,1
235,0.0,0.0,5.0,0.0,LOW,0
236,0.0,1.0,6.0,0.0,LOW,0
237,0.0,0.0,3.0,0.0,LOW,0
238,1.0,2.0,2.0,0.0,MEDIUM,1
239,1.0,1.0,6.0,0.0,MEDIUM,1
240,0.0,0.0,10.0,0.0,LOW,0
241,1.0,1.0,1.0,0.0,MEDIUM,1
242,1.0,0.0,2.0,0.0,MEDIUM,1
243,0.0,0.0,6.0,0.0,LOW,0
244,0.0,0.0,4.0,0.0,LOW,0
245,0.0,1.0,0.0,0.2222222222222222,HIGH,2
246,0.0,0.0,4.0,0.0,LOW,0
247,0.0,0.0,4.0,0.0,LOW,0
248,0.0,0.0,0.0,0.0,LOW,0
249,0.0,0.0,2.0,0.0,LOW,0
250,0.0,0.0,0.0,0.0,LOW,0
251,0.0,0.0,0.0,0.0,LOW,0
252,0.0,3.0,0.0,0.2,HIGH,2
253,0.0,0.0,3.0,0.0,LOW,0
254,0.0,0.0,4.0,0.0,LOW,0
255,0.0,0.0,4.0,0.0,LOW,0
256,1.0,3.0,1.0,0.0,MEDIUM,1
257,0.0,0.0,5.0,0.0,LOW,0
258,0.0,2.0,4.0,0.0,LOW,0
259,0.0,0.0,5.0,0.0,LOW,0
260,1.0,0.0,3.0,0.0,MEDIUM,1
261,0.0,0.0,0.0,0.0,LOW,0
262,2.0,2.0,0.0,0.0,HIGH,2
263,0.0,1.0,3.0,0.0,LOW,0
264,1.0,1.0,0.0,0.0,MEDIUM,1
265,0.0,0.0,7.0,0.0,LOW,0
266,0.0,0.0,3.0,0.0,LOW,0
267,0.0,0.0,0.0,0.0,LOW,0
268,0.0,0.0,4.0,0.2,HIGH,2
269,0.0,0.0,6.0,0.14285714285714285,MEDIUM,1
270,0.0,1.0,5.0,0.0,LOW,0
271,0.0,1.0,3.0,0.0,LOW,0
272,0.0,0.0,3.0,0.0,LOW,0
273,0.0,0.0,4.0,0.0,LOW,0
274,0.0,0.0,0.0,0.0,LOW,0
275,0.0,0.0,3.0,0.2,HIGH,2
276,0.0,1.0,6.0,0.0,LOW,0
277,0.0,2.0,5.0,0.0,LOW,0
278,0.0,0.0,8.0,0.0,LOW,0
279,0.0,0.0,5.0,0.0,LOW,0
280,0.0,2.0,4.0,0.0,LOW,0
281,1.0,1.0,0.0,0.16666666666666666,MEDIUM,1
282,0.0,1.0,7.0,0.0,LOW,0
283,0.0,0.0,4.0,0.0,LOW,0
284,0.0,1.0,0.0,0.0,LOW,0
285,0.0,1.0,4.0,0.0,LOW,0
286,0.0,0.0,0.0,0.0,LOW,0
287,0.0,3.0,0.0,0.0,LOW,0
288,0.0,2.0,2.0,0.0,LOW,0
289,0.0,0.0,6.0,0.0,LOW,0
290,2.0,2.0,1.0,0.1111111111111111,HIGH,2
291,0.0,0.0,4.0,0.0,LOW,0
292,0.0,0.0,4.0,0.0,LOW,0
293,0.0,0.0,4.0,0.0,LOW,0
294,0.0,1.0,3.0,0.0,LOW,0
295,0.0,1.0,6.0,0.0,LOW,0
296,1.0,1.0,1.0,0.0,MEDIUM,1
297,1.0,2.0,3.0,0.0,MEDIUM,1
298,1.0,2.0,1.0,0.16666666666666666,MEDIUM,1
299,0.0,0.0,7.0,0.0,LOW,0
300,0.0,0.0,4.0,0.0,LOW,0
301,0.0,3.0,5.0,0.0,LOW,0
302,0.0,2.0,2.0,0.0,LOW,0
303,0.0,1.0,6.0,0.0,LOW,0
304,0.0,0.0,1.0,0.0,LOW,0
305,1.0,2.0,0.0,0.0,MEDIUM,1
306,0.0,0.0,3.0,0.0,LOW,0
307,2.0,2.0,0.0,0.0,HIGH,2
308,0.0,1.0,5.0,0.0,LOW,0
309,2.0,1.0,2.0,0.0,HIGH,2
310,0.0,0.0,0.0,0.0,LOW,0
311,1.0,2.0,1.0,0.0,MEDIUM,1
312,0.0,0.0,8.0,0.0,LOW,0
313,0.0,3.0,0.0,0.42857142857142855,HIGH,2
314,0.0,0.0,4.0,0.0,LOW,0
315,0.0,1.0,6.0,0.0,LOW,0
316,0.0,0.0,4.0,0.0,LOW,0
317,0.0,0.0,4.0,0.0,LOW,0
318,1.0,3.0,0.0,0.0,MEDIUM,1
319,0.0,0.0,0.0,0.0,LOW,0
320,0.0,0.0,4.0,0.0,LOW,0
321,1.0,4.0,0.0,0.0,MEDIUM,1
322,3.0,2.0,0.0,0.0,HIGH,2
323,0.0,1.0,2.0,0.0,LOW,0
324,0.0,1.0,5.0,0.0,LOW,0
325,0.0,0.0,5.0,0.0,LOW,0
326,0.0,1.0,2.0,0.0,LOW,0
327,0.0,1.0,4.0,0.0,LOW,0
328,0.0,0.0,4.0,0.0,LOW,0
329,0.0,0.0,0.0,0.0,LOW,0
330,0.0,1.0,1.0,0.0,LOW,0
331,0.0,0.0,4.0,0.0,LOW,0
332,2.0,2.0,0.0,0.0,HIGH,2
333,0.0,0.0,2.0,0.0,LOW,0
334,2.0,2.0,0.0,0.0,HIGH,2
335,0.0,2.0,2.0,0.0,LOW,0
336,0.0,0.0,1.0,0.0,LOW,0
337,1.0,0.0,5.0,0.0,MEDIUM,1
338,0.0,0.0,0.0,0.0,LOW,0
339,0.0,1.0,1.0,0.0,LOW,0
340,0.0,0.0,11.0,0.0,LOW,0
341,0.0,0.0,6.0,0.0,LOW,0
342,0.0,0.0,0.0,0.0,LOW,0
343,3.0,2.0,1.0,0.1111111111111111,HIGH,2
344,0.0,2.0,5.0,0.0,LOW,0
345,0.0,0.0,3.0,0.2,HIGH,2
346,0.0,0.0,0.0,0.0,LOW,0
347,0.0,0.0,0.0,0.0,LOW,0
348,0.0,0.0,5.0,0.0,LOW,0
349,0.0,0.0,0.0,0.0,LOW,0
350,0.0,0.0,0.0,0.0,LOW,0
351,0.0,0.0,8.0,0.0,LOW,0
352,0.0,1.0,0.0,0.0,LOW,0
353,1.0,0.0,3.0,0.0,MEDIUM,1
354,0.0,1.0,0.0,0.0,LOW,0
355,0.0,0.0,3.0,0.0,LOW,0
356,0.0,0.0,8.0,0.0,LOW,0
357,0.0,1.0,5.0,0.0,LOW,0
358,0.0,0.0,5.0,0.0,LOW,0
359,0.0,1.0,4.0,0.0,LOW,0
360,0.0,0.0,10.0,0.08333333333333333,LOW,0
361,0.0,1.0,4.0,0.0,LOW,0
362,1.0,0.0,1.0,0.0,MEDIUM,1
363,0.0,0.0,5.0,0.0,LOW,0
364,0.0,0.0,5.0,0.0,LOW,0
365,0.0,1.0,2.0,0.0,LOW,0
366,0.0,1.0,6.0,0.0,LOW,0
367,0.0,0.0,0.0,0.0,LOW,0
368,1.0,1.0,5.0,0.18181818181818182,MEDIUM,1
369,0.0,0.0,6.0,0.1111111111111111,MEDIUM,1
370,0.0,0.0,0.0,0.0,LOW,0
371,0.0,2.0,1.0,0.0,LOW,0
372,0.0,0.0,4.0,0.0,LOW,0
373,1.0,1.0,0.0,0.0,MEDIUM,1
374,1.0,2.0,0.0,0.0,MEDIUM,1
375,0.0,0.0,6.0,0.0,LOW,0
376,1.0,1.0,0.0,0.2,HIGH,2
377,0.0,0.0,0.0,0.0,LOW,0
378,1.0,1.0,4.0,0.0,MEDIUM,1
379,0.0,1.0,7.0,0.0,LOW,0
380,1.0,2.0,0.0,0.14285714285714285,MEDIUM,1
381,1.0,4.0,0.0,0.1111111111111111,MEDIUM,1
382,0.0,0.0,0.0,0.0,LOW,0
383,0.0,1.0,2.0,0.0,LOW,0
384,0.0,0.0,3.0,0.0,LOW,0
385,0.0,1.0,5.0,0.0,LOW,0
386,0.0,0.0,5.0,0.0,LOW,0
387,0.0,0.0,5.0,0.0,LOW,0
388,0.0,1.0,2.0,0.2,HIGH,2
389,0.0,2.0,2.0,0.0,LOW,0
390,0.0,0.0,4.0,0.0,LOW,0
391,1.0,2.0,0.0,0.4,HIGH,2
392,0.0,1.0,5.0,0.0,LOW,0
393,1.0,3.0,0.0,0.3333333333333333,HIGH,2
394,3.0,3.0,0.0,0.0,HIGH,2
395,0.0,0.0,3.0,0.0,LOW,0
396,1.0,0.0,3.0,0.0,MEDIUM,1
397,1.0,2.0,3.0,0.1111111111111111,MEDIUM,1
398,0.0,1.0,2.0,0.0,LOW,0
399,0.0,1.0,4.0,0.0,LOW,0
400,0.0,0.0,3.0,0.0,LOW,0
401,0.0,0.0,0.0,0.14285714285714285,MEDIUM,1
402,0.0,0.0,0.0,0.0,LOW,0
403,0.0,0.0,4.0,0.0,LOW,0
404,0.0,1.0,4.0,0.0,LOW,0
405,1.0,1.0,1.0,0.0,MEDIUM,1
406,0.0,0.0,9.0,0.0,LOW,0
407,0.0,0.0,0.0,0.0,LOW,0
408,0.0,0.0,2.0,0.0,LOW,0
409,0.0,1.0,3.0,0.0,LOW,0
410,0.0,0.0,0.0,0.0,LOW,0
411,0.0,0.0,4.0,0.0,LOW,0
412,0.0,1.0,1.0,0.0,LOW,0
413,0.0,0.0,4.0,0.0,LOW,0
414,0.0,1.0,5.0,0.0,LOW,0
415,1.0,2.0,0.0,0.0,MEDIUM,1
416,0.0,0.0,8.0,0.0,LOW,0
417,1.0,1.0,0.0,0.0,MEDIUM,1
418,0.0,0.0,6.0,0.0,LOW,0
419,1.0,1.0,1.0,0.1,MEDIUM,1
420,0.0,1.0,0.0,0.3333333333333333,HIGH,2
421,0.0,0.0,0.0,0.0,LOW,0
422,0.0,0.0,5.0,0.0,LOW,0
423,0.0,0.0,0.0,0.0,LOW,0
424,0.0,0.0,0.0,0.0,LOW,0
425,2.0,4.0,2.0,0.0,HIGH,2
426,1.0,2.0,0.0,0.0,MEDIUM,1
427,1.0,1.0,0.0,0.0,MEDIUM,1
428,0.0,0.0,0.0,0.09090909090909091,LOW,0
429,2.0,3.0,0.0,0.0,HIGH,2
430,1.0,1.0,0.0,0.2,HIGH,2
431,0.0,2.0,5.0,0.0,LOW,0
432,0.0,0.0,0.0,0.0,LOW,0
433,0.0,0.0,7.0,0.0,LOW,0
500,0.0,1.0,1.0,0.0,LOW,0
434,0.0,0.0,4.0,0.0,LOW,0
435,0.0,1.0,1.0,0.0,LOW,0
436,0.0,0.0,5.0,0.0,LOW,0
437,0.0,0.0,2.0,0.0,LOW,0
438,1.0,1.0,2.0,0.16666666666666666,MEDIUM,1
439,1.0,2.0,2.0,0.0,MEDIUM,1
440,0.0,0.0,0.0,0.0,LOW,0
441,1.0,3.0,4.0,0.1,MEDIUM,1
442,1.0,1.0,3.0,0.0,MEDIUM,1
443,0.0,0.0,0.0,0.0,LOW,0
444,0.0,2.0,4.0,0.0,LOW,0
445,0.0,2.0,1.0,0.0,LOW,0
446,0.0,0.0,5.0,0.0,LOW,0
447,0.0,1.0,2.0,0.0,LOW,0
448,0.0,0.0,6.0,0.1,MEDIUM,1
449,0.0,0.0,2.0,0.0,LOW,0
450,1.0,2.0,1.0,0.0,MEDIUM,1
451,0.0,0.0,4.0,0.0,LOW,0
452,1.0,1.0,4.0,0.0,MEDIUM,1
453,1.0,2.0,3.0,0.0,MEDIUM,1
454,0.0,0.0,6.0,0.09090909090909091,LOW,0
455,0.0,1.0,0.0,0.0,LOW,0
456,0.0,0.0,3.0,0.0,LOW,0
457,0.0,0.0,5.0,0.0,LOW,0
458,0.0,0.0,5.0,0.0,LOW,0
459,0.0,0.0,2.0,0.2,HIGH,2
460,0.0,2.0,4.0,0.0,LOW,0
461,0.0,0.0,0.0,0.0,LOW,0
462,0.0,0.0,7.0,0.0,LOW,0
463,0.0,1.0,5.0,0.0,LOW,0
464,3.0,2.0,1.0,0.0,HIGH,2
465,0.0,0.0,0.0,0.0,LOW,0
466,0.0,0.0,0.0,0.25,HIGH,2
467,0.0,0.0,3.0,0.0,LOW,0
468,0.0,0.0,0.0,0.0,LOW,0
469,0.0,0.0,2.0,0.0,LOW,0
470,1.0,2.0,1.0,0.0,MEDIUM,1
471,1.0,2.0,3.0,0.0,MEDIUM,1
472,0.0,0.0,2.0,0.0,LOW,0
473,2.0,1.0,5.0,0.0,HIGH,2
474,0.0,0.0,3.0,0.2,HIGH,2
475,1.0,2.0,1.0,0.2857142857142857,HIGH,2
476,0.0,0.0,2.0,0.0,LOW,0
477,1.0,2.0,6.0,0.08333333333333333,MEDIUM,1
478,1.0,0.0,2.0,0.0,MEDIUM,1
479,1.0,2.0,0.0,0.16666666666666666,MEDIUM,1
480,0.0,0.0,8.0,0.0,LOW,0
481,1.0,0.0,3.0,0.0,MEDIUM,1
482,0.0,1.0,7.0,0.0,LOW,0
483,0.0,1.0,2.0,0.16666666666666666,MEDIUM,1
484,0.0,0.0,0.0,0.0,LOW,0
485,0.0,0.0,7.0,0.0,LOW,0
486,1.0,3.0,1.0,0.0,MEDIUM,1
487,0.0,0.0,0.0,0.0,LOW,0
488,0.0,0.0,0.0,0.0,LOW,0
489,0.0,0.0,6.0,0.0,LOW,0
490,0.0,0.0,7.0,0.0,LOW,0
491,0.0,0.0,7.0,0.0,LOW,0
492,0.0,2.0,0.0,0.0,LOW,0
493,2.0,3.0,1.0,0.0,HIGH,2
494,0.0,0.0,4.0,0.2,HIGH,2
495,0.0,0.0,6.0,0.0,LOW,0
496,0.0,0.0,9.0,0.0,LOW,0
497,0.0,1.0,3.0,0.0,LOW,0
498,4.0,5.0,0.0,0.0,HIGH,2
499,0.0,0.0,10.0,0.0,LOW,0
501,2.0,2.0,0.0,0.16666666666666666,HIGH,2
502,0.0,0.0,2.0,0.0,LOW,0
503,0.0,0.0,0.0,0.0,LOW,0
504,1.0,2.0,1.0,0.0,MEDIUM,1
505,0.0,0.0,0.0,0.0,LOW,0
506,1.0,1.0,3.0,0.0,MEDIUM,1
507,1.0,1.0,3.0,0.16666666666666666,MEDIUM,1
508,0.0,0.0,8.0,0.0,LOW,0
509,1.0,1.0,2.0,0.16666666666666666,MEDIUM,1
510,0.0,1.0,3.0,0.2,HIGH,2
511,1.0,0.0,3.0,0.0,MEDIUM,1
512,0.0,0.0,0.0,0.0,LOW,0
513,1.0,1.0,1.0,0.16666666666666666,MEDIUM,1
514,2.0,3.0,0.0,0.125,HIGH,2
515,0.0,1.0,2.0,0.0,LOW,0
516,0.0,2.0,5.0,0.0,LOW,0
517,0.0,0.0,0.0,0.0,LOW,0
518,0.0,1.0,4.0,0.14285714285714285,MEDIUM,1
519,0.0,0.0,0.0,0.0,LOW,0
520,0.0,0.0,2.0,0.0,LOW,0
521,0.0,0.0,5.0,0.0,LOW,0
522,0.0,1.0,2.0,0.0,LOW,0
523,0.0,1.0,0.0,0.0,LOW,0
524,0.0,0.0,3.0,0.0,LOW,0
525,0.0,1.0,2.0,0.0,LOW,0
526,0.0,0.0,7.0,0.0,LOW,0
527,0.0,0.0,4.0,0.0,LOW,0
528,0.0,1.0,4.0,0.0,LOW,0
529,1.0,0.0,2.0,0.0,MEDIUM,1
530,0.0,1.0,1.0,0.0,LOW,0
531,0.0,2.0,6.0,0.0,LOW,0
532,0.0,0.0,5.0,0.0,LOW,0
533,0.0,0.0,0.0,0.0,LOW,0
534,0.0,0.0,0.0,0.16666666666666666,MEDIUM,1
535,0.0,1.0,4.0,0.0,LOW,0
536,0.0,1.0,1.0,0.25,HIGH,2
537,0.0,1.0,3.0,0.14285714285714285,MEDIUM,1
538,0.0,0.0,0.0,0.0,LOW,0
539,0.0,1.0,2.0,0.0,LOW,0
540,0.0,1.0,2.0,0.0,LOW,0
541,1.0,2.0,0.0,0.0,MEDIUM,1
542,0.0,1.0,9.0,0.0,LOW,0
543,0.0,0.0,6.0,0.0,LOW,0
544,0.0,0.0,0.0,0.0,LOW,0
545,0.0,0.0,5.0,0.0,LOW,0
546,1.0,1.0,0.0,0.0,MEDIUM,1
547,2.0,4.0,0.0,0.0,HIGH,2
548,0.0,0.0,0.0,0.0,LOW,0
549,0.0,0.0,0.0,0.0,LOW,0
550,0.0,0.0,3.0,0.0,LOW,0
551,0.0,0.0,3.0,0.16666666666666666,MEDIUM,1
