transaction_id,transaction_hash,block_number,timestamp,from_account_id,to_account_id,transaction_type,amount,token_id,protocol_id,gas_used,gas_price,status,chain_id
17,0x890a2706eabe8dc2d4c6f3e6f09484d6ac84de2cc1bc2f5a5b79f9ad550cdb85,10000040,2025-01-01 03:21:46,631,,DEPOSIT,6632.138852,4,1.0,70537,79.1694,SUCCESS,1
18,0x248412471d380cd45fb27cc34bb7eb0481d204698843946e8cef75179fdacdba,10000047,2025-01-01 03:55:46,743,972.0,SWAP,8596.28068,2,3.0,67013,41.5105,SUCCESS,1
19,0x7afc4b3745d848dedaa84c1b16ce5b8061936222b3064f08411e3fee71407b8c,10000047,2025-01-01 03:55:48,206,390.0,TRANSFER,9468.744682,2,,80044,26.5567,SUCCESS,1
20,0x239270546d72783a72323980b461e1085c62c70b77b7486920c7df79e263bfeb,10000048,2025-01-01 04:02:36,200,,DEPOSIT,703.134996,1,4.0,159557,35.9026,SUCCESS,1
21,0x8db4bba8e002468d0c97396edf7132ab8c7f6d2b738ee251e73c9921d90dbe60,10000055,2025-01-01 04:39:54,165,,WITHDRAW,6850.780657,1,1.0,161056,11.5716,SUCCESS,1
22,0x9f47be8fbadc5c8ff7f10207cb7188726da1f2a4bc7e88bcbd1e2d8ce00f640f,10000056,2025-01-01 04:41:25,738,,BORROW,480.457211,3,3.0,200389,31.0296,SUCCESS,1
23,0xc1612527e7128fc258698beaf211f89fd3409743e6798d573884c7f351025df0,10000060,2025-01-01 05:03:45,391,,BORROW,7710.084789,1,4.0,79856,78.5959,SUCCESS,1
24,0xd729b75b08603d9305a8cae94c28e617444533ed673a4362d9b89586f124514d,10000067,2025-01-01 05:35:36,37,665.0,TRANSFER,9372.737257,4,,95047,71.7049,SUCCESS,1
25,0xf98311d4e7e7ff6dcc39a68298bfd6bb9ab7dcc7df901bcc5444f5bf55979cea,10000067,2025-01-01 05:38:27,397,,BORROW,6164.824167,2,4.0,187906,50.9486,SUCCESS,1
26,0x61a6492ced835cb724e488212955cec40e94a1779b9dec876491fcc1e46cd2b5,10000071,2025-01-01 05:58:14,942,901.0,SWAP,1452.629937,3,2.0,66705,96.6736,SUCCESS,1
27,0x8fc850df323ea6100f1604f0dcedff3a767e8726d5a20dad3224fc23cbe78909,10000076,2025-01-01 06:21:18,398,,WITHDRAW,4323.048504,3,1.0,32155,51.3939,SUCCESS,1
28,0x71c49013dc3d2593fc451d290f48dd90c745a5cd46dd77d83783e6da414fe202,10000078,2025-01-01 06:31:27,728,,WITHDRAW,8402.952127,4,2.0,127376,47.9027,SUCCESS,1
29,0x423c90f88c5e6758536f834807fb3ddc6a3630d498609eb64b3870610162ad87,10000081,2025-01-01 06:48:48,428,976.0,SWAP,3641.967016,4,4.0,125564,21.9803,SUCCESS,1
30,0xacff357f47ceb741193de218114bb94b8582d99b2f9782acb852bcdd3c5c9eda,10000088,2025-01-01 07:21:24,543,196.0,TRANSFER,1954.073358,5,,193838,80.5713,SUCCESS,1
31,0x71a18428f6ad2c83905af517e05a4e52c49f51c5433272b3f089424dd536d2a2,10000088,2025-01-01 07:22:03,373,783.0,SWAP,6443.560482,4,3.0,58049,52.3209,SUCCESS,1
32,0xd6b070de31fd2bc05d0821c5e61510685e668eec8f517a043161e59c025c01b4,10000089,2025-01-01 07:25:01,556,853.0,TRANSFER,4127.057288,5,,109521,59.6524,SUCCESS,1
33,0x60b5233b6c2a3d2d7ff36a012c397a300a844cbf9a3a87fe4b1ad88997be9b88,10000093,2025-01-01 07:49:20,161,,WITHDRAW,9432.560809,4,2.0,75120,44.7374,SUCCESS,1
34,0x709ea40b9253cb0db181cbec012ffd2399901153ce62c485cc902a891577bccc,10000096,2025-01-01 08:03:26,684,,WITHDRAW,6415.969029,5,2.0,230934,27.8029,SUCCESS,1
35,0x8afafac62be4ecc6283eeb2d27ce0610ea24c1b6ec0dfc03d60c9a36201e356f,10000100,2025-01-01 08:22:43,422,757.0,TRANSFER,7628.576495,2,,181001,93.9718,SUCCESS,1
36,0x409a2730917400f2dce09da567e39addbae10dce818a24edebd31f6e6ad9c181,10000109,2025-01-01 09:06:38,628,,DEPOSIT,7871.752941,1,1.0,23272,92.8155,SUCCESS,1
37,0xe0f82153995f4312fe4e8793dd7a193260fb287b20bc10f605a408b743cf29c6,10000114,2025-01-01 09:32:31,891,,BORROW,9322.4702,1,3.0,215926,23.5543,SUCCESS,1
38,0x7725bf1dc649f62700554821d0a68b262818d1cb23a769f82b80a9e83eafb1b0,10000116,2025-01-01 09:43:13,219,,BORROW,6269.993691,1,3.0,238121,50.1955,SUCCESS,1
39,0xc54061c11deb64f1a88aab3f206f5837f89065e64cb99b376baa6a8c51f4aebf,10000121,2025-01-01 10:09:13,347,104.0,TRANSFER,1606.525926,5,,63796,47.3667,SUCCESS,1
40,0x1a205640694f450da20b003bfab7b5787f43d3876797c6b65dc4f3b665965557,10000122,2025-01-01 10:14:18,546,576.0,SWAP,7001.627515,5,4.0,243296,91.3286,SUCCESS,1
41,0x67a56e1c8da7566d14be39dd805f5b8b92d9fc0874375e89344c638321cea4e8,10000124,2025-01-01 10:24:45,1000,,BORROW,1060.982445,2,4.0,120863,52.5532,SUCCESS,1
42,0x0e1ada6bb9f055ec20fb8d1f357e2e20bfb037e67c5811384315b85706cd900e,10000136,2025-01-01 11:24:08,489,705.0,TRANSFER,9310.112389,3,,68666,50.26,SUCCESS,1
43,0x4810af025063dcc91dabcb7b6c9a64f206f96f60e8ca483030ab7356d25f8260,10000138,2025-01-01 11:31:31,21,,WITHDRAW,8857.182587,5,3.0,117984,16.2001,FAILED,1
44,0x6b60c7a51848069d8f7422d0acad2b640145dfb927b0b7c078984de275f31716,10000143,2025-01-01 11:58:12,139,,DEPOSIT,9929.039054,2,1.0,196349,27.7419,SUCCESS,1
45,0xa80650e044e76733e64107150505dd00842093c9898f21619509737f656571a7,10000149,2025-01-01 12:26:48,650,,DEPOSIT,6032.097457,1,3.0,25182,65.9676,SUCCESS,1
46,0xb539184e434598bdf62d592163ddae89d9c623a4aee59e378ee413b5b8d1893d,10000153,2025-01-01 12:45:36,605,872.0,TRANSFER,1928.311239,3,,157428,91.3852,SUCCESS,1
47,0x69e654aa34385463b500093b4d8b0dfb49cff315fb35fd7d43d46461f30e4e69,10000160,2025-01-01 13:21:25,25,,WITHDRAW,7008.143702,1,2.0,134495,40.3766,SUCCESS,1
48,0x0db8c151f811f3950dd97b046b4574427ffd6d559c7a2faada0c60e2883a0743,10000168,2025-01-01 14:03:11,280,,DEPOSIT,3335.859453,4,1.0,249600,98.0424,SUCCESS,1
49,0x6b41077a1478032069cb65fc64b6ceaae13159e0bd8dd08d3a4e5dd02d935883,10000172,2025-01-01 14:20:03,640,,BORROW,3096.833642,5,1.0,144239,44.2015,SUCCESS,1
50,0xf71281436490e041760b8e6be938b56856f7512bdd47c48d12e2c3a7eca00a13,10000172,2025-01-01 14:22:32,37,385.0,TRANSFER,3674.271054,3,,226552,48.2063,SUCCESS,1
51,0x3127f36345cfe9f9b7a1c09fc795dc8a3ce0b5f70db5af08a62564aa3c6055df,10000173,2025-01-01 14:28:44,725,,WITHDRAW,4893.415891,3,2.0,138931,92.6899,SUCCESS,1
52,0xa020a24d61e15371c7d8694448263423154e3624894f5344e676122a8d78e601,10000174,2025-01-01 14:34:57,87,,WITHDRAW,239.844511,5,1.0,220770,19.6345,SUCCESS,1
53,0xd854e25bb8badf143df100ffa29d68a2c25ead36ac04d238c6049ad5bde5591a,10000178,2025-01-01 14:54:08,77,586.0,TRANSFER,7790.978011,2,,23528,75.0796,SUCCESS,1
54,0x86a78613fe8273d5c92c5ba23a3bdda6ef415328c410a68c35759afb418af25f,10000180,2025-01-01 15:01:36,755,,WITHDRAW,1570.875468,5,1.0,249419,97.2199,SUCCESS,1
55,0xb77138dac2ac5ffc2a682b235339270e12c21505548aa5e687b4877082266e15,10000184,2025-01-01 15:24:48,647,,DEPOSIT,571.102493,1,1.0,216576,93.3906,SUCCESS,1
56,0x9495004c4612e714a39615782c8c99f1f6ebc31fc71e2a197fdc195177288d52,10000186,2025-01-01 15:33:11,191,,BORROW,4386.396738,1,1.0,76107,14.4999,SUCCESS,1
57,0x377e54a5017ff0c7bc95431651289636cb2eac58a86c8b49b5cbff73193a0e7b,10000194,2025-01-01 16:11:12,82,,BORROW,4812.836685,5,2.0,150840,64.4912,SUCCESS,1
58,0x787d637217b340d73aec1dad646a13dd6878eaff62037a9f04ea1d42050d12bf,10000197,2025-01-01 16:27:52,191,,REPAY,2185.586635,5,1.0,41855,25.8266,SUCCESS,1
59,0x44a13e571aaa39ddf03829e4e2643896bbd3193ab787b07d3550d22f4cd29f62,10000201,2025-01-01 16:46:47,203,,WITHDRAW,7002.670532,5,2.0,40865,26.9379,SUCCESS,1
60,0x37257be095840f5c3021990f822a9dd29e05756914c84094cb910c046c5deeee,10000205,2025-01-01 17:08:07,869,,WITHDRAW,6356.616278,2,4.0,178693,47.1054,SUCCESS,1
61,0x043690ca215147d7baa5b8c88b6c169e4d752b5be0f99d47cfcc5ba92bfa1553,10000206,2025-01-01 17:13:46,656,845.0,SWAP,5310.202942,3,2.0,200183,32.6501,SUCCESS,1
62,0x6ed36e221f2b4c767297c7a40c8fe213f50a1526d88cfc777426dbb31932ad09,10000207,2025-01-01 17:15:38,773,506.0,TRANSFER,9027.907699,3,,219089,83.5933,SUCCESS,1
63,0xfb0f3df322c5378bc4f7a0bc2d6ca649c0de43c28c2e1d2dafbada939592db51,10000213,2025-01-01 17:46:54,82,,BORROW,5922.572371,1,3.0,115759,72.8268,SUCCESS,1
64,0x4ea1080fae74d07c5f2375553137d8be1066eb994b5c4e23c1092d7fe2e848c9,10000229,2025-01-01 19:09:12,621,269.0,TRANSFER,4513.361639,3,,146946,43.3399,SUCCESS,1
65,0xc6f1beab0cc0551734b37ed5ae2cb4b22807b193e976a3259c9d9ae0f9bf37ce,10000230,2025-01-01 19:13:06,308,763.0,TRANSFER,2288.835175,2,,202106,41.7605,SUCCESS,1
66,0x8b75f7c7f07f127fba158be4f881d4f7ce7d5907e773bfdd9601748cec831c95,10000230,2025-01-01 19:13:38,477,816.0,TRANSFER,4641.602342,4,,139535,23.7416,SUCCESS,1
67,0x38b48859fc6af18cfe382afe42700ba7910fe75a0d7f66ef85404bc2f1e18b1d,10000232,2025-01-01 19:22:32,756,26.0,SWAP,3820.758937,2,3.0,60160,45.9476,SUCCESS,1
68,0x54b6bc470c3bee3d9e2bda2251c10bc4bf5062d679048677dcf9cb064b74c5d8,10000233,2025-01-01 19:28:58,15,,WITHDRAW,5933.442264,2,2.0,45863,11.475,SUCCESS,1
69,0x14d1bcaf2466326fb3e149c0302873b0e0e24e3181a5a34030cbff6e913b0390,10000239,2025-01-01 19:56:33,484,23.0,TRANSFER,3928.396658,4,,244822,59.4396,SUCCESS,1
70,0x4e39742d992cb5c6aaf82427b74a79e8dab9f848224d05bcfbf80007a954833e,10000240,2025-01-01 20:00:46,234,,DEPOSIT,4356.724659,4,4.0,148753,97.219,SUCCESS,1
71,0x2da29cccecc33f79250a4c09118a4175cdad5e16f5db789cb99c8954ee1f2b00,10000242,2025-01-01 20:10:27,62,976.0,TRANSFER,7063.180823,3,,58087,31.1637,SUCCESS,1
72,0x78f6268b3f08fd80bddb8d53a1d6fd846491792e0dbfae287de27e4779d118cf,10000242,2025-01-01 20:12:53,966,503.0,TRANSFER,9568.998583,1,,109756,66.7413,SUCCESS,1
73,0x0e5bb319e3cfda619f8193c658946f70d0ea4c88198c61f920807274f24bca28,10000248,2025-01-01 20:44:19,701,,DEPOSIT,5301.070837,5,2.0,118872,82.6412,SUCCESS,1
74,0xf0a700d250eb25612ba2e83f742c16c170d40d3a497e44e770d4a34c0aa2572d,10000255,2025-01-01 21:17:52,885,485.0,SWAP,4476.311302,1,1.0,75907,95.0119,SUCCESS,1
75,0x501eec97be7e9f427accd43cd43a93fb0161ac31c5f7cf7f1e06f358d1fc5101,10000259,2025-01-01 21:39:23,705,,WITHDRAW,7870.193323,3,4.0,172314,81.4436,SUCCESS,1
76,0xdcc01de0dde8cd4296df43ae40455eaea763682716a490d167321c2dc824d4d8,10000260,2025-01-01 21:40:38,716,330.0,TRANSFER,9711.64547,5,,176408,64.8448,SUCCESS,1
77,0x0139e94dbfe8348f26b253dc87029e870b390c59fed46f96f82989353c5a3cf3,10000260,2025-01-01 21:43:19,833,482.0,SWAP,5114.495058,1,3.0,217658,23.352,SUCCESS,1
78,0x6dd643716aed20d2e8492eeaa5b7fba96ebd6b8384d504fbc2a1d18fdd8ca375,10000260,2025-01-01 21:44:38,330,,BORROW,6065.737788,4,4.0,211795,33.9407,SUCCESS,1
79,0xecf5834eb81be3d3d07a0c2f8dd9b6abad4aaef8166ad33f5cba3d547b54ba3f,10000261,2025-01-01 21:45:35,461,789.0,TRANSFER,7121.957112,3,,224884,15.3119,SUCCESS,1
80,0x77aa7a1f3fe85a446f8cccd181365c38096222fc8669b86615040c41979b4c5a,10000263,2025-01-01 21:57:59,253,365.0,TRANSFER,4830.70568,5,,92501,96.1001,SUCCESS,1
81,0xc441c13e2612f1cabc9aedad58174ac98b5b5a775a733f0a7205b65ad682bb49,10000270,2025-01-01 22:31:05,497,,DEPOSIT,8243.123056,5,2.0,177653,64.4573,SUCCESS,1
82,0x800ce478abbc6ed63feaf5a9034aab40d52f0ce5d30a554d672355c6ac2deca9,10000276,2025-01-01 23:01:42,303,,DEPOSIT,2489.782432,2,3.0,204670,83.6728,SUCCESS,1
83,0x383fd02de6bcc6cbf05364707e835b81ee57b693fe3cd8e5ea9b5953dcff063b,10000276,2025-01-01 23:02:39,12,304.0,TRANSFER,297.924136,1,,131473,17.0839,SUCCESS,1
84,0x12d7936ca7b42643f62d060f69486511cfec69a624974fa6475fc013039ccafe,10000280,2025-01-01 23:22:10,477,,WITHDRAW,5557.09098,4,4.0,219826,38.2678,SUCCESS,1
85,0x81f37e74055238428d33763b871900acb15e94b8664beec771153c1dee963654,10000281,2025-01-01 23:26:26,960,724.0,TRANSFER,4538.801508,5,,54694,39.0523,SUCCESS,1
86,0xcd8ba013b714143c00062fb54e3f7e274fb6043d8dd863ab9e29a2c3fb764c0c,10000282,2025-01-01 23:32:22,18,,BORROW,3751.337746,3,4.0,209875,43.7526,SUCCESS,1
87,0xd67c511a573aeef20f933180ea971de05be292f4d548a13180f0a550cf5962cd,10000283,2025-01-01 23:39:47,27,,DEPOSIT,3272.83855,4,2.0,30052,67.9259,SUCCESS,1
88,0xbc7623631d2593bdf672796604c67b30a2361a8b717e7fdca178c9b8088373a4,10000284,2025-01-01 23:43:20,332,,BORROW,8844.27017,5,1.0,209028,74.2298,SUCCESS,1
89,0xf52538e8d9bc3820cdb8614e4c7075cc79dbe7f98fe2908ec96293791c5e2172,10000288,2025-01-02 00:01:16,509,,BORROW,1600.542268,1,2.0,208132,31.1512,SUCCESS,1
90,0x93287ba171eff749fa26503b9fe21b1cf07cf452b216af5e6b9e135f9ae2d86a,10000288,2025-01-02 00:02:38,773,84.0,SWAP,7510.998422,4,3.0,163897,15.5935,SUCCESS,1
91,0x2011cb82280159136aea8fe270825c0d2f8e061d4cd5f1021096343d07472fc7,10000289,2025-01-02 00:08:50,427,159.0,SWAP,8145.497876,5,1.0,51211,78.6488,SUCCESS,1
92,0xe5446b0b68d1372b8f14007e8da16488d61d1beb47f64dc2d57d1490aafdb240,10000290,2025-01-02 00:12:41,890,661.0,TRANSFER,252.009729,5,,203789,30.2968,SUCCESS,1
93,0x58149454e1b27cf2603c1c463f17ac6a0e54ae2b1a049b960b13644eb6f17899,10000291,2025-01-02 00:17:46,44,,BORROW,9548.768099,2,2.0,104744,39.0655,SUCCESS,1
94,0xf431bd86e4a60faec5b2646ee0c79de75f679fdaa187a67119206c7db2b31eee,10000292,2025-01-02 00:24:10,775,523.0,SWAP,244.896227,3,4.0,129773,59.5028,SUCCESS,1
95,0xa9e09fec0e3aa8a1f1546cd3c5f0adc7485b226c6d6849983323cc790e6e2758,10000295,2025-01-02 00:39:22,42,,BORROW,2372.109304,1,2.0,112588,73.1642,SUCCESS,1
96,0x7c66f512e1bbb61c0a03292438d1bcbe02ee8c1a3b0e00fc636e742e090dd554,10000297,2025-01-02 00:48:41,596,849.0,SWAP,2135.655527,2,4.0,185542,76.9829,SUCCESS,1
97,0x4149e5181e60e2beb7c322655aa5313a987ed2c40ee354b0fffc4ff4e3e01aaf,10000299,2025-01-02 00:59:02,289,398.0,SWAP,7544.173014,2,2.0,72320,39.4352,SUCCESS,1
98,0x48964f8387993fb18a36c47edf54617516f449424b01cb53703c92a0f5380110,10000305,2025-01-02 01:29:22,267,,BORROW,385.293034,3,4.0,191762,70.4662,SUCCESS,1
99,0xd66d4a19410736c10d0938103bf8868c2b3845b04c68c8072608dd5779a91cd4,10000311,2025-01-02 01:57:58,789,,BORROW,512.434873,2,1.0,215724,93.9775,SUCCESS,1
100,0xa83b43fc2623cb061971d63a58357c693c6432fbe272bd423a5662950f79aaea,10000313,2025-01-02 02:06:33,211,,BORROW,8346.004013,5,3.0,176519,83.6074,SUCCESS,1
101,0x5e1fffc7bccc3fb04955ecc8a7cad083a4f476983b8928bd9013154c3d8b0a76,10000313,2025-01-02 02:09:56,370,,DEPOSIT,2175.892519,2,3.0,24240,29.4781,SUCCESS,1
102,0x3bf72aa040e1566b925acd21050633d942cae43f68ea779b206b1f7f3b7e247f,10000315,2025-01-02 02:18:29,186,970.0,TRANSFER,7202.493058,4,,123433,64.1632,SUCCESS,1
103,0x9f6bde76b91b6c86114c3e00cf4495357114a86bfad4168cfafa407e247613a1,10000317,2025-01-02 02:26:09,170,612.0,SWAP,785.964511,3,2.0,21070,86.7413,SUCCESS,1
104,0x7dd4032b0e5e5a9928c6905a96bf7ba9042a7591a7f3c4aaf4e6a0181506d8d1,10000321,2025-01-02 02:47:58,635,281.0,TRANSFER,3041.43103,1,,169926,96.5088,SUCCESS,1
105,0x7e1525494530daa98b3fad13262634a8306315b5813a530bdb048cf8055e64fe,10000324,2025-01-02 03:03:17,100,,BORROW,9712.307962,2,2.0,118732,16.849,SUCCESS,1
106,0x65c78630eae35f1fd86a0d94c9f23e89f27376b94952d49ccb011b2e569b6c32,10000324,2025-01-02 03:04:39,428,36.0,TRANSFER,3027.480646,1,,230861,92.3109,SUCCESS,1
107,0x2fe54bf2d9a67f903358b14987954a934831ef9e4785beafe5e46daf62b4bf4f,10000326,2025-01-02 03:14:57,124,,DEPOSIT,1754.067081,1,4.0,211004,31.1323,SUCCESS,1
108,0x895eada96bef44ab50ac45a50b2b45dc3821b12db171467bf1aeadbe3170656a,10000329,2025-01-02 03:27:16,891,577.0,TRANSFER,642.205599,4,,77485,15.8642,SUCCESS,1
109,0xe901f6a08500a5a4636c3c0185e1f85e1be62f0db05b8c2b0fa00ec67d2076a6,10000329,2025-01-02 03:29:27,695,443.0,TRANSFER,4130.118285,4,,172194,90.7667,FAILED,1
110,0x074a194b92579abdaed976fc4db70d75f47708c6ef5cd01c6d0fa718d4629e4d,10000332,2025-01-02 03:44:32,673,,BORROW,7216.821287,3,3.0,91067,12.1972,SUCCESS,1
111,0x44e5660bcf60ddff58333987a0ac4440b79114f3a510aed3fec1d35b037e9860,10000337,2025-01-02 04:09:39,279,707.0,TRANSFER,8105.435734,4,,32566,88.6169,FAILED,1
112,0xe7a0b9725477be0aa8943470067e501cf1d21e69861aef7e97f96e57ba6ebe2e,10000342,2025-01-02 04:34:25,856,720.0,SWAP,7158.537543,4,2.0,96108,42.7631,SUCCESS,1
113,0x0916ae5b5479e7938240e8d0edb653223acce2e475c94a3c093b775a5896765a,10000355,2025-01-02 05:35:28,613,,WITHDRAW,3738.941943,5,2.0,211368,59.5922,SUCCESS,1
114,0xb72f8a2bcf622df08d6c88f0da52b72dc038d875b0876997bd2becb2bda80ecf,10000355,2025-01-02 05:36:41,150,,DEPOSIT,5806.315796,4,2.0,112078,79.0582,SUCCESS,1
115,0x2b9c28703920addfb0a2ae4f8551bc0625f4fdc65a5e9d0bb6a59f09fc9d2646,10000356,2025-01-02 05:43:23,152,,DEPOSIT,3609.68524,4,4.0,178850,32.788,SUCCESS,1
116,0x24d3b015dcdac93caf01d28034c4ffa59bcb178de24ecf57b03445161f504947,10000357,2025-01-02 05:45:02,141,478.0,SWAP,8898.511661,4,2.0,246368,98.4443,SUCCESS,1
117,0x433c1ba84e491805ecd9bca0fbc712d67cbb3994cd446aed3331e82fd86b274c,10000359,2025-01-02 05:55:14,149,852.0,SWAP,9772.54746,2,2.0,237186,72.3893,SUCCESS,1
118,0xee18f0d446f92dd9fe8c68f4b3613f23645474876647328b3c8b33c3f7fa0db5,10000360,2025-01-02 06:03:46,84,,WITHDRAW,5200.492776,5,1.0,87772,94.1055,SUCCESS,1
119,0xdb057f0df6fff7cbe29f4ba18a55fec95a1ab55c3546c2eae17ce24eba5be6d8,10000364,2025-01-02 06:22:21,681,,DEPOSIT,1178.04424,3,4.0,229905,43.599,SUCCESS,1
120,0x9fbf24bf2997619cb487d8067f90d680cf9b7f592822e1489bbfa7cbe683b27c,10000367,2025-01-02 06:36:46,960,,DEPOSIT,5774.424139,4,2.0,201302,77.6409,SUCCESS,1
121,0xfafe769ef59274be7d68678e1c30bbafd57094769d3e764e03b727854df20b7c,10000367,2025-01-02 06:37:57,109,,BORROW,8360.05787,4,2.0,70369,74.4582,SUCCESS,1
122,0x48f48939a2f0a1681a0b31c75c7f7968254ba1d79ed8da119f7915a923bd2f8b,10000368,2025-01-02 06:42:01,915,111.0,SWAP,9159.278522,4,2.0,101361,31.765,SUCCESS,1
123,0x1a7a2f7417a844932eb9e50a0204aa6e931a5e0372d30f6fd24e4aec253aa571,10000368,2025-01-02 06:44:50,416,654.0,TRANSFER,9515.990212,1,,25251,12.7988,SUCCESS,1
124,0xeae0d45be6f75fb52259d4b91319274ee8a5302512324345b23628c1ea1cf643,10000369,2025-01-02 06:48:56,124,,WITHDRAW,2541.804676,1,1.0,131603,95.0387,SUCCESS,1
125,0x984f033d3c76e033b10685d31b5055abd96b419f425235e38c1fb288802e203a,10000370,2025-01-02 06:50:46,678,,DEPOSIT,3883.595656,3,3.0,133334,65.7332,SUCCESS,1
126,0x4d953f3a75362c22d617564374b0cdc2d22ce0e93fc0fadcb7e80fcfd4bc1703,10000370,2025-01-02 06:52:06,942,,DEPOSIT,9770.364481,1,4.0,113142,12.7936,SUCCESS,1
127,0x67519216631a0c3837c56934b4aab0246a46766aaca5722162c7da459e0b9ec9,10000372,2025-01-02 07:03:41,718,,DEPOSIT,4232.789677,5,1.0,113026,95.421,SUCCESS,1
128,0x618937739b3f796acfdd5ce9304ae1b041bcd7bb6ccd04a29e8e0c908d265850,10000376,2025-01-02 07:20:33,702,40.0,TRANSFER,7592.90425,4,,87101,58.9361,SUCCESS,1
129,0xdb3bd27594b04eab9a6c4179cadfa7ba2e28fac22514bdf85f520ddce54ff780,10000378,2025-01-02 07:32:17,85,,WITHDRAW,3804.712647,1,4.0,179232,98.56,SUCCESS,1
130,0xf01e3d802a0c0f7bb2ac12d77ae1abefb5e5b063b8f4e93c39f25771ff67f1bd,10000378,2025-01-02 07:34:31,36,721.0,SWAP,6141.035363,4,2.0,200260,21.5546,SUCCESS,1
131,0x8f819ed1d773483d303d83531bec82e16d23ea96c1a67588e178b2c1eb2f01f2,10000381,2025-01-02 07:49:50,884,519.0,TRANSFER,700.305092,4,,93021,72.7418,SUCCESS,1
132,0x57408ba40ae83246b673cbf0708f5c72a3d82006f2c48486c86d9ddda9230451,10000384,2025-01-02 08:04:42,398,742.0,SWAP,5860.754009,1,3.0,149738,25.6527,SUCCESS,1
133,0xd5baa9818c879799dfbc46235af5a674a7ab4f7d0f15512580730147087fddc3,10000386,2025-01-02 08:12:18,463,298.0,TRANSFER,3320.841886,5,,61578,97.1708,SUCCESS,1
134,0x367291923690cb5c19a915e29187c7ccdcae6f955f1ed2a1083c7b185d80feee,10000389,2025-01-02 08:25:14,79,6.0,SWAP,7726.902062,4,2.0,68887,30.108,SUCCESS,1
135,0x61be4e8d8a2d75461899bf88014e46fad5ea665af9ea213818a07caa569c0141,10000397,2025-01-02 09:09:14,887,,WITHDRAW,8086.100916,2,4.0,51432,19.1384,SUCCESS,1
