account_id,liquidation_risk,borrowing_risk,repayment_risk,transaction_risk,capital_flow_risk,overall_risk
63,0.3715,0.4003,0.320375,0.3335,0.884,0.44155
64,0.3715,0.5877,0.43025,0.3335,0.9532,0.5207550000000001
65,0.3715,0.12894999999999998,0.8455,0.3335,0.7278,0.4553075
66,0.3715,0.5508,0.254625,0.3335,0.5012,0.408605
67,0.3715,0.12894999999999998,0.8455,0.3335,0.8928,0.4800575
68,0.9338,0.6778500000000001,0.8455,0.3335,0.40990000000000004,0.7135375
69,0.3715,0.29755,0.8455,0.9589,0.4376,0.5164675000000001
70,0.3715,0.402,0.44325000000000003,0.3335,0.7722,0.44977999999999996
71,0.784,0.882,0.35975,0.9589,0.5588,0.70736
72,0.3715,0.6353,0.3215,0.3335,0.2537,0.40598
73,0.3715,0.4275,0.265625,0.3335,0.4346,0.36998999999999993
74,0.3715,0.7242999999999999,0.23862500000000003,0.3335,0.7003999999999999,0.47866
75,0.8206,0.7858,0.50475,0.9018499999999999,0.2537,0.6718199999999999
76,0.3715,0.12894999999999998,0.8455,0.3335,0.3938,0.4052075
77,0.3715,0.5773999999999999,0.452,0.7734,0.7717999999999999,0.53931
78,0.3715,0.45409999999999995,0.32425000000000004,0.83605,0.46759999999999996,0.44356999999999996
79,0.3715,0.12894999999999998,0.8455,0.3335,0.7902,0.4646675
80,0.3715,0.4585,0.6132500000000001,0.9421,0.5378,0.523605
81,0.3715,0.6748,0.42325,0.3335,0.8795999999999999,0.53009
82,0.9338,0.8439,0.6677500000000001,0.3335,0.5498,0.7404850000000001
83,0.3715,0.5724,0.05262499999999998,0.709,0.4683,0.40622
84,0.3715,0.12894999999999998,0.8455,0.3335,0.4394,0.4120475
85,0.3715,0.12894999999999998,0.8455,0.3335,0.5552,0.4294175
86,0.3715,0.47014999999999996,0.12049999999999997,0.3335,0.7974,0.40604749999999995
87,0.3715,0.34914999999999996,0.8455,0.3335,0.37229999999999996,0.4570325
88,0.3715,0.44165,0.12675,0.3335,0.48979999999999996,0.35403249999999997
89,0.3715,0.50795,0.1595,0.3335,0.2537,0.3417425
90,0.3715,0.377,0.36575,0.3335,0.8868,0.44521999999999995
91,0.8746,0.8303,0.42325,0.3335,0.5479999999999999,0.670155
92,0.3715,0.5183,0.39625000000000005,0.3335,0.5606,0.43771499999999997
93,0.3715,0.12894999999999998,0.8455,0.3335,0.494,0.4202375
94,0.3715,0.12894999999999998,0.8455,0.83605,0.8542000000000001,0.5245225
95,0.3715,0.3472,0.204125,0.74365,0.8140000000000001,0.43554
96,0.3715,0.47020000000000006,0.07975000000000002,0.74365,0.4412,0.38549500000000003
97,0.8206,0.49529999999999996,0.359125,0.3335,0.5139,0.552265
98,0.8746,0.6952,0.047625,0.7222999999999999,0.44910000000000005,0.5853
99,0.8742000000000001,0.5063,0.39174999999999993,0.3335,0.3799,0.5575199999999999
100,0.8206,0.8507999999999999,0.24050000000000002,0.3335,0.2537,0.5783849999999999
101,0.9761,0.978,0.521,0.3335,0.2537,0.7129349999999999
102,0.3715,0.39959999999999996,0.282875,0.3335,0.5558,0.38464499999999996
103,0.8206,0.9164,0.4335,0.8868,0.2537,0.6887149999999999
104,0.8742000000000001,0.5904,0.39525,0.3335,0.45990000000000003,0.591245
105,0.3715,0.12894999999999998,0.8455,0.83605,0.46219999999999994,0.4657225
106,0.3715,0.3339,0.22937500000000002,0.3335,0.47,0.34465
107,0.3715,0.12894999999999998,0.8455,0.3335,0.2537,0.3841925
108,0.8742000000000001,0.4879,0.32299999999999995,0.3335,0.7104,0.588745
109,0.3715,0.7785,0.2075,0.3335,0.2537,0.41897999999999996
110,0.9573999999999999,0.63185,0.8455,0.3335,0.2537,0.6856875
111,0.3715,0.6053,0.45899999999999996,0.3335,0.4763,0.45936999999999995
112,0.3715,0.3718,0.324875,0.7933499999999999,0.8698,0.47918000000000005
113,0.3715,0.8409,0.22437500000000002,0.71845,0.8119999999999999,0.560195
114,0.3715,0.12894999999999998,0.8455,0.9018499999999999,0.4633999999999999,0.4724825
115,0.8998,0.7114,0.259,0.3335,0.5096,0.60938
116,0.3715,0.3467,0.306625,0.3335,0.2537,0.330855
117,0.3715,0.7953,0.20625,0.7933499999999999,0.2537,0.46891499999999997
118,0.9591000000000001,0.873,0.513,0.3335,0.42319999999999997,0.70541
119,0.3715,0.5534999999999999,0.246,0.3335,0.4223,0.39571999999999996
120,0.3715,0.12894999999999998,0.8455,0.83605,0.8058,0.5172625
121,0.3715,0.61475,0.8455,0.7933499999999999,0.8148,0.6357925
122,0.3715,0.7928999999999999,0.40299999999999997,0.8553,0.2537,0.51386
123,0.3715,0.439,0.52275,0.3335,0.9491999999999999,0.50148
124,0.3715,0.12894999999999998,0.8455,0.3335,0.957,0.48968749999999994
125,0.3715,0.12894999999999998,0.8455,0.3335,0.943,0.48758749999999995
126,0.3715,0.12894999999999998,0.8455,0.7139,0.41059999999999997,0.4457675
127,0.3715,0.12894999999999998,0.8455,0.7734,0.5354,0.4704375
128,0.9338,0.68185,0.8455,0.7734,0.8662,0.8269725
129,0.3715,0.5353,0.11050000000000001,0.8553,0.3791,0.40976999999999997
130,0.3715,0.7451,0.343125,0.9200499999999999,0.3932,0.517335
131,0.3715,0.12894999999999998,0.8455,0.3335,0.9571999999999999,0.4897175
132,0.3715,0.32895,0.8455,0.3335,0.7756,0.5124775
133,0.3715,0.5406,0.30300000000000005,0.8717499999999999,0.2537,0.43243000000000004
134,0.3715,0.6509,0.5085,0.3335,0.713,0.516175
135,0.8742000000000001,0.4234,0.47375,0.3335,0.4466,0.5631999999999999
136,0.9879,0.9479,0.56575,0.3335,0.2537,0.7178999999999999
137,0.3715,0.12894999999999998,0.8455,0.3335,0.42379999999999995,0.4097075
138,0.8746,0.8732,0.42274999999999996,0.3335,0.7250000000000001,0.70733
139,0.3715,0.12894999999999998,0.8455,0.3335,0.4508,0.4137575
140,0.3715,0.57585,0.16487500000000002,0.3335,0.2537,0.3597925
141,0.3715,0.43200000000000005,0.31275,0.3335,0.5084,0.39161
142,0.3715,0.12894999999999998,0.8455,0.3335,0.46159999999999995,0.41537749999999996
143,0.3715,0.6308,0.09275,0.3335,0.2537,0.359105
144,0.3715,0.12894999999999998,0.8455,0.3335,0.5462,0.4280675
145,0.9282000000000001,0.6363,0.4155,0.7296499999999999,0.4274,0.6577099999999999
146,0.8674,0.9498,0.5595,0.71845,0.8424,0.807775
147,0.3715,0.12894999999999998,0.8455,0.9252999999999999,0.2537,0.4433725
148,0.3715,0.12894999999999998,0.8455,0.3335,0.515,0.42338749999999997
149,0.3715,0.23865000000000003,0.8455,0.9501499999999999,0.8752,0.5665075
150,0.3715,0.4885,0.14875,0.81365,0.40519999999999995,0.40547
151,0.3715,0.4927,0.27,0.3335,0.503,0.39742500000000003
152,0.3715,0.4837,0.39549999999999996,0.3335,0.5636,0.429365
153,0.794,0.6782,0.37962500000000005,0.83605,0.4635,0.6368050000000001
154,0.3715,0.44430000000000003,0.5427500000000001,0.3335,0.5162,0.441855
155,0.8480000000000001,0.8743,0.381,0.3335,0.2537,0.62058
156,0.3715,0.12894999999999998,0.8455,0.3335,0.4244,0.4097975
157,0.8742000000000001,0.29455,0.8455,0.3335,0.2537,0.5764024999999999
158,0.3715,0.6315,0.204125,0.3335,0.2537,0.381555
159,0.3715,0.6800999999999999,0.6292500000000001,0.9754499999999999,0.42619999999999997,0.5688
160,0.3715,0.12894999999999998,0.8455,0.3335,0.7964,0.4655975
161,0.9831000000000001,0.8775,0.64,0.3335,0.5186999999999999,0.75346
162,0.3715,0.35945000000000005,0.8455,0.3335,0.5366,0.48425250000000003
163,0.3715,0.7729,0.07400000000000001,0.3335,0.2537,0.39088
164,0.3715,0.12894999999999998,0.8455,0.3335,0.5023,0.4214825
165,0.3715,0.12894999999999998,0.8455,0.3335,0.8804,0.47819749999999994
166,0.3715,0.47600000000000003,0.12,0.71845,0.47539999999999993,0.397605
167,0.3715,0.5159,0.106875,0.75695,0.2537,0.37555
168,0.3715,0.5478,0.19437500000000005,0.3335,0.982,0.467925
169,0.3715,0.12894999999999998,0.8455,0.3335,0.49279999999999996,0.4200575
170,0.3715,0.40305,0.8455,0.3335,0.5414,0.49587250000000005
171,0.3715,0.55935,0.211,0.3335,0.3859,0.3847225
172,0.3715,0.49520000000000003,0.162,0.83605,0.7418,0.46252499999999996
173,0.3715,0.12894999999999998,0.8455,0.9200499999999999,0.5492,0.4871725
174,0.3715,0.12894999999999998,0.8455,0.7933499999999999,0.4154,0.45443249999999996
175,0.3715,0.12894999999999998,0.8455,0.7933499999999999,0.7752000000000001,0.5084025
176,0.8746,0.8963,0.411,0.83605,0.2537,0.6903149999999999
573,0.3715,0.12894999999999998,0.8455,0.3335,0.4214,0.4093475
177,0.3715,0.47429999999999994,0.35775,0.8553,0.4064,0.448065
178,0.3715,0.6343,0.07299999999999998,0.9281,0.4395,0.44336
179,0.3715,0.12894999999999998,0.8455,0.96765,0.44,0.4755525
180,0.3715,0.8383,0.34099999999999997,0.81365,0.2537,0.508645
181,0.3715,0.12894999999999998,0.8455,0.3335,0.8518000000000001,0.47390750000000004
182,0.3715,0.62825,0.13362500000000002,0.3335,0.2537,0.3666425
183,0.3715,0.7678,0.60775,0.8868,0.2537,0.551685
184,0.3715,0.56,0.56075,0.3335,0.5114,0.47366
185,0.3715,0.12894999999999998,0.8455,0.7734,0.4863,0.4630725
186,0.3715,0.12894999999999998,0.8455,0.7933499999999999,0.8982,0.5268525
187,0.3715,0.12894999999999998,0.8455,0.98165,0.5539999999999999,0.4940525
188,0.3715,0.40454999999999997,0.8455,0.7933499999999999,0.8798,0.5929925
189,0.3715,0.12894999999999998,0.8455,0.9018499999999999,0.2537,0.4410275
190,0.3715,0.5882000000000001,0.22500000000000003,0.3335,0.40430000000000005,0.397495
191,0.3715,0.5891000000000001,0.05912499999999998,0.98,0.2537,0.40660499999999994
192,0.3715,0.7639,0.2545,0.3335,0.2537,0.42473
193,0.8554,0.9285000000000001,0.56175,0.3335,0.2537,0.6725
194,0.3715,0.12894999999999998,0.8455,0.3335,0.728,0.45533749999999995
195,0.3715,0.6233,0.1605,0.3335,0.39390000000000003,0.39181
196,0.3715,0.5275000000000001,0.38175000000000003,0.3335,0.43279999999999996,0.417945
197,0.3715,0.48109999999999997,0.45000000000000007,0.3335,0.7924,0.473935
198,0.3715,0.4814,0.506,0.3335,0.7675999999999998,0.48149
199,0.3715,0.6716,0.56,0.3335,0.5159,0.502085
200,0.3715,0.6504,0.315125,0.3335,0.2537,0.40848
201,0.3715,0.3321,0.17974999999999997,0.74365,0.7222,0.41312
202,0.794,0.8343,0.5462499999999999,0.3335,0.45559999999999995,0.6577149999999999
203,0.3715,0.8811,0.3145,0.3335,0.45230000000000004,0.49582
204,0.8742000000000001,0.4343,0.386,0.7734,0.5276000000000001,0.604515
205,0.3715,0.12894999999999998,0.8455,0.3335,0.7088,0.45245749999999996
206,0.3715,0.4384,0.11487499999999998,0.7296499999999999,0.2537,0.355045
207,0.3715,0.61515,0.08224999999999999,0.3335,0.2537,0.35309250000000003
208,0.794,0.8754,0.51925,0.97745,0.407,0.719695
209,0.3715,0.5115999999999999,0.32475000000000004,0.3335,0.39139999999999997,0.39636
210,0.3715,0.3812,0.4945,0.7111000000000001,0.9718,0.5225299999999999
211,0.794,0.6697,0.32199999999999995,0.7076,0.2537,0.57884
212,0.3715,0.34180000000000005,0.2455,0.8868,0.4211,0.397845
213,0.3715,0.7659,0.223125,0.81365,0.2537,0.46697000000000005
214,0.3715,0.8191999999999999,0.41174999999999995,0.3335,0.841,0.5580999999999999
215,0.3715,0.35665,0.8455,0.7734,0.9912000000000001,0.5957325
216,0.3715,0.12894999999999998,0.8455,0.3335,0.3926,0.4050275
217,0.3715,0.6382,0.24625,0.3335,0.2537,0.39165500000000003
218,0.3715,0.12894999999999998,0.8455,0.3335,0.8286,0.4704275
219,0.9704999999999999,0.9516,0.6175,0.74365,0.2537,0.76497
220,0.3715,0.7861,0.22775,0.3335,0.4799,0.45885999999999993
221,0.3715,0.4434,0.48250000000000004,0.3335,0.2537,0.390205
222,0.9358,0.70005,0.8455,0.3335,0.9676,0.8033425000000001
223,0.794,0.8348000000000001,0.2905,0.3335,0.4747,0.609555
224,0.3715,0.4616,0.267875,0.3335,0.5324,0.39363499999999996
225,0.3715,0.3372,0.30212500000000003,0.3335,0.7958000000000001,0.408895
226,0.3715,0.4951,0.537,0.3335,0.8235999999999999,0.499515
227,0.3715,0.12894999999999998,0.8455,0.3335,0.9678,0.4913075
228,0.8206,0.4081,0.51,0.7933499999999999,0.9749999999999999,0.6757899999999999
229,0.3715,0.8091,0.3945,0.8553,0.2537,0.5162100000000001
230,0.3715,0.6206,0.20875000000000002,0.3335,0.2537,0.379755
231,0.3715,0.7192999999999999,0.173375,0.3335,0.2537,0.39735499999999996
232,0.8206,0.7844,0.353125,0.3335,0.40399999999999997,0.606855
233,0.3715,0.5136000000000001,0.21012499999999998,0.3335,0.8200000000000001,0.438225
234,0.3715,0.12894999999999998,0.8455,0.3335,0.47659999999999997,0.4176275
235,0.3715,0.3035,0.18212499999999998,0.71845,0.5594,0.379505
236,0.3715,0.5006,0.34625,0.3335,0.2537,0.377255
237,0.3715,0.7399,0.215,0.3335,0.45470000000000005,0.44098
238,0.8746,0.8713,0.34199999999999997,0.81365,0.40950000000000003,0.691395
239,0.3715,0.6952,0.43424999999999997,0.96275,0.2537,0.5064299999999999
240,0.3715,0.33055,0.32275,0.3335,0.9448000000000001,0.43370749999999997
241,0.954,0.8291,0.42274999999999996,0.3335,0.2537,0.6494299999999998
242,0.3715,0.6617,0.4995,0.3335,0.41419999999999996,0.472255
243,0.3715,0.739,0.09662499999999999,0.3335,0.2537,0.38693
244,0.8742000000000001,0.5403,0.5357500000000001,0.3335,0.8262,0.661765
245,0.3715,0.4876,0.16512500000000002,0.3335,0.7286,0.409015
246,0.3715,0.5543,0.40025,0.8868,0.4339,0.48384
247,0.3715,0.12894999999999998,0.8455,0.93335,0.7072,0.5122025
248,0.3715,0.62365,0.17925000000000002,0.3335,0.2537,0.3746175
249,0.3715,0.5042,0.127,0.81365,0.7066,0.45025499999999996
250,0.3715,0.12894999999999998,0.8455,0.3335,0.3962,0.40556749999999997
251,0.3715,0.12894999999999998,0.8455,0.3335,0.5204,0.4241975
252,0.9192,0.9200999999999999,0.5982500000000001,0.3335,0.41779999999999995,0.721455
253,0.3715,0.46829999999999994,0.41374999999999995,0.3335,0.2537,0.38267999999999996
254,0.3715,0.3971,0.464,0.8553,0.4826,0.461445
255,0.3715,0.5353,0.09425,0.7296499999999999,0.2537,0.375145
256,0.3715,0.4111,0.54625,0.3335,0.521,0.434975
257,0.3715,0.12894999999999998,0.8455,0.3335,0.5426,0.42752749999999995
258,0.3715,0.7845,0.6175,0.3335,0.2537,0.5024799999999999
259,0.3715,0.6849,0.26125000000000004,0.8553,0.2537,0.45851000000000003
260,0.3715,0.12894999999999998,0.8455,0.91445,0.907,0.5402825
261,0.3715,0.6604000000000001,0.103875,0.8868,0.2537,0.42406000000000005
262,0.8206,0.6591,0.5155,0.3335,0.7306,0.6569949999999999
263,0.3715,0.12894999999999998,0.8455,0.7734,0.5672,0.4752075
264,0.8480000000000001,0.9591000000000001,0.617,0.83605,0.2537,0.739235
265,0.3715,0.33240000000000003,0.28137500000000004,0.7139,0.5115000000000001,0.39894
266,0.3715,0.12894999999999998,0.8455,0.3335,0.8652,0.4759175
267,0.8412000000000001,0.9481999999999999,0.4495,0.9589,0.40750000000000003,0.736325
268,0.3715,0.32030000000000003,0.19599999999999998,0.9501499999999999,0.39630000000000004,0.38518500000000006
269,0.7858,0.8373,0.3265,0.3335,0.5264,0.6226750000000001
270,0.3715,0.12894999999999998,0.8455,0.3335,0.9452,0.4879175
271,0.8742000000000001,0.5616,0.24662499999999998,0.3335,0.5528,0.568255
272,0.8206,0.7374,0.36575,0.75695,0.7585999999999999,0.6931649999999999
273,0.3715,0.7896000000000001,0.33425,0.3335,0.2537,0.44710500000000003
274,0.3715,0.12894999999999998,0.8455,0.3335,0.2537,0.3841925
275,0.3715,0.46730000000000005,0.13725,0.7734,0.2537,0.37112
276,0.3715,0.6265499999999999,0.075875,0.3335,0.9122,0.45344249999999997
277,0.794,0.8826,0.45999999999999996,0.3335,0.2537,0.6222549999999999
278,0.3715,0.5944,0.263,0.7933499999999999,0.5007,0.46709
279,0.3715,0.12894999999999998,0.8455,0.9501499999999999,0.9663999999999999,0.5527625
280,0.3715,0.40225,0.226625,0.3335,0.47959999999999997,0.3626275
281,0.7832,0.9038,0.505,0.75695,0.45310000000000006,0.70557
282,0.8206,0.7365,0.2745,0.3335,0.913,0.655505
283,0.8206,0.5469999999999999,0.38675000000000004,0.74365,0.2537,0.5727
284,0.3715,0.6335000000000001,0.15137499999999998,0.3335,0.5251,0.412215
285,0.3715,0.12894999999999998,0.8455,0.3335,0.9512,0.4888175
286,0.3715,0.36250000000000004,0.45825,0.7296499999999999,0.42679999999999996,0.43071000000000004
287,0.8206,0.8245,0.46475,0.98165,0.2537,0.6814749999999998
288,0.794,0.8023,0.27825,0.3335,0.7532000000000001,0.640755
289,0.3715,0.48,0.24537500000000004,0.3335,0.5329999999999999,0.393825
290,0.9192,0.8757000000000001,0.50975,0.3335,0.3879,0.6881700000000001
291,0.8206,0.7602,0.405,0.74365,0.5474,0.6737050000000001
292,0.8746,0.9200999999999999,0.25912500000000005,0.3335,0.2537,0.6156349999999999
293,0.3715,0.12894999999999998,0.8455,0.3335,0.5,0.4211375
294,0.3715,0.643,0.5640000000000001,0.81365,0.563,0.550815
295,0.3715,0.12894999999999998,0.8455,0.3335,0.6981999999999999,0.4508675
296,0.8998,0.5509499999999999,0.8455,0.3335,0.2537,0.6481825
297,0.8998,0.9167000000000001,0.66925,0.3335,0.4195,0.72924
298,0.9573999999999999,0.8956000000000001,0.47025000000000006,0.7933499999999999,0.4331,0.7494699999999999
299,0.3715,0.85,0.5525,0.9974999999999998,0.2537,0.5722549999999998
300,0.8742000000000001,0.40835,0.8455,0.3335,0.6848,0.6695175000000001
301,0.8832,0.9294,0.5932499999999999,0.3335,0.2537,0.6873649999999999
302,0.3715,0.54215,0.8455,0.3335,0.3907,0.5080425000000001
303,0.3715,0.5365,0.14,0.3335,0.40279999999999994,0.367345
304,0.3715,0.8783000000000001,0.35574999999999996,0.3335,0.2537,0.47358
305,0.8746,0.7585000000000001,0.6252499999999999,0.7734,0.4419,0.72068
306,0.3715,0.12894999999999998,0.8455,0.3335,0.5456,0.4279775
307,0.9441999999999999,0.9776,0.5740000000000001,0.3335,0.2537,0.713865
308,0.3715,0.5635500000000001,0.8455,0.3335,0.851,0.5824374999999999
309,0.3715,0.3565,0.37625000000000003,0.3335,0.2537,0.34723
310,0.3715,0.6382000000000001,0.168,0.3335,0.2537,0.37600500000000003
311,0.9441999999999999,0.9111,0.51175,0.3335,0.2537,0.6847899999999999
312,0.3715,0.12894999999999998,0.8455,0.83605,0.5522,0.4792225
313,0.8746,0.9781,0.6312500000000001,0.3335,0.44830000000000003,0.7337499999999999
314,0.3715,0.35234999999999994,0.22350000000000003,0.3335,0.446,0.3444875
315,0.3715,0.5437000000000001,0.23612500000000003,0.3335,0.2537,0.366005
316,0.8206,0.6745,0.23274999999999998,0.3335,0.8752,0.6259849999999999
317,0.8742000000000001,0.38034999999999997,0.8455,0.7933499999999999,0.9478000000000001,0.7479524999999999
318,0.7858,0.9202000000000001,0.52275,0.8717499999999999,0.2537,0.69557
319,0.3715,0.12894999999999998,0.8455,0.3335,0.2537,0.3841925
320,0.3715,0.12894999999999998,0.8455,0.3335,0.48439999999999994,0.4187975
321,0.3715,0.5445,0.5245,0.8553,0.9206,0.576095
322,0.954,0.68785,0.8455,0.3335,0.2537,0.6986674999999999
323,0.3715,0.12894999999999998,0.8455,0.3335,0.7402,0.45716749999999995
324,0.3715,0.47535,0.18712500000000004,0.7933499999999999,0.2537,0.38510249999999996
325,0.3715,0.32685,0.180125,0.7296499999999999,0.5317999999999999,0.3819225
326,0.3715,0.5326,0.09962499999999999,0.7933499999999999,0.7258,0.45272999999999997
327,0.3715,0.619,0.36,0.7734,0.40579999999999994,0.47641
328,0.3715,0.12894999999999998,0.8455,0.3335,0.9926,0.49502749999999995
329,0.3715,0.12894999999999998,0.8455,0.3335,0.479,0.41798749999999996
330,0.3715,0.5659000000000001,0.16612500000000002,0.3335,0.2537,0.357555
331,0.3715,0.5142000000000001,0.16862500000000002,0.3335,0.3851,0.36484
332,0.954,0.59835,0.8455,0.83605,0.5066,0.7644825000000001
333,0.3715,0.6542,0.165125,0.3335,0.39590000000000003,0.40076
334,0.8554,0.9508000000000001,0.65575,0.3335,0.48710000000000003,0.7318850000000001
335,0.3715,0.365,0.40374999999999994,0.3335,0.8468,0.44382
336,0.3715,0.4821,0.494,0.7734,0.5546,0.491305
337,0.8742000000000001,0.33594999999999997,0.8455,0.3335,0.47839999999999994,0.6204575000000001
338,0.3715,0.12894999999999998,0.8455,0.75695,0.518,0.4661825
339,0.3715,0.6382,0.384,0.8868,0.7368,0.5469999999999999
340,0.3715,0.12894999999999998,0.8455,0.3335,0.48739999999999994,0.4192475
341,0.3715,0.12894999999999998,0.8455,0.3335,0.42019999999999996,0.40916749999999996
342,0.3715,0.5488999999999999,0.335,0.3335,0.428,0.41322499999999995
343,0.9338,0.9343,0.63175,0.3335,0.2537,0.71147
344,0.8742000000000001,0.47719999999999996,0.2545,0.3335,0.2537,0.503865
345,0.3715,0.12894999999999998,0.8455,0.9018499999999999,0.7212000000000001,0.5111525
346,0.3715,0.43005000000000004,0.22799999999999998,0.3335,0.2537,0.33596750000000003
347,0.3715,0.5083,0.48275,0.3335,0.4916,0.44216500000000003
348,0.3715,0.4857,0.38825,0.7734,0.8784000000000001,0.519625
349,0.3715,0.5848,0.2915,0.3335,0.4787,0.421105
350,0.3715,0.12894999999999998,0.8455,0.3335,0.5312,0.42581749999999996
351,0.3715,0.3144,0.271,0.3335,0.4291,0.341965
352,0.3715,0.8791000000000001,0.504,0.3335,0.4399,0.5313599999999999
619,0.3715,0.12894999999999998,0.8455,0.3335,0.839,0.4719875
353,0.3715,0.494,0.253125,0.3335,0.5384,0.399685
354,0.3715,0.12894999999999998,0.8455,0.3335,0.5347,0.42634249999999996
355,0.3715,0.12894999999999998,0.8455,0.3335,0.5192,0.4240175
356,0.3715,0.639,0.304,0.3335,0.2537,0.403405
357,0.3715,0.12894999999999998,0.8455,0.3335,0.4538,0.41420749999999995
358,0.3715,0.12894999999999998,0.8455,0.3335,0.2537,0.3841925
359,0.3715,0.8308,0.201875,0.3335,0.2537,0.43093
360,0.3715,0.4422,0.321125,0.3335,0.5306,0.39916499999999994
361,0.3715,0.12894999999999998,0.8455,0.3335,0.48619999999999997,0.4190675
362,0.3715,0.6828,0.15737500000000001,0.3335,0.2537,0.38503000000000004
363,0.8206,0.6123000000000001,0.3115,0.9200499999999999,0.2537,0.591615
