label_id,account_id,outcome_window_start,outcome_window_end,future_liquidation_count,future_borrow_count,future_repay_count,future_failed_tx_ratio,risk_score,risk_label
413,413,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
416,416,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
418,418,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
420,420,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
421,421,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
422,422,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
424,424,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
428,428,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
431,431,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
432,432,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
433,433,2025-05-01,2025-07-01,0,1,8,0.0,0.0,LOW
436,436,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
437,437,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
438,438,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
440,440,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
441,441,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
442,442,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
444,444,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
446,446,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
447,447,2025-05-01,2025-07-01,0,3,4,0.0,0.0,LOW
448,448,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
449,449,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
450,450,2025-05-01,2025-07-01,0,1,7,0.0,0.0,LOW
451,451,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
452,452,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
457,457,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
458,458,2025-05-01,2025-07-01,0,0,1,0.0,0.0,LOW
459,459,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
461,461,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
463,463,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
468,468,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
469,469,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
471,471,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
472,472,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
473,473,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
474,474,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
477,477,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
478,478,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
480,480,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
481,481,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
483,483,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
484,484,2025-05-01,2025-07-01,0,0,11,0.0,0.0,LOW
487,487,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
489,489,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
490,490,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
491,491,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
494,494,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
495,495,2025-05-01,2025-07-01,0,0,10,0.0,0.0,LOW
496,496,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
497,497,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
499,499,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
502,502,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
503,503,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
506,506,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
507,507,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
508,508,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
509,509,2025-05-01,2025-07-01,0,0,1,0.0,0.0,LOW
510,510,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
511,511,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
516,516,2025-05-01,2025-07-01,0,0,1,0.0,0.0,LOW
517,517,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
519,519,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
520,520,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
522,522,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
523,523,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
524,524,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
525,525,2025-05-01,2025-07-01,0,1,7,0.0,0.0,LOW
526,526,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
529,529,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
530,530,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
531,531,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
532,532,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
534,534,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
537,537,2025-05-01,2025-07-01,0,1,6,0.0,0.0,LOW
539,539,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
540,540,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
542,542,2025-05-01,2025-07-01,0,2,6,0.0,0.0,LOW
