event_id,transaction_id,account_id,protocol_id,event_type,token_id,amount,collateral_amount,debt_amount,timestamp
58,114,150,2,DEPOSIT,4,5806.315796,5806.315796,,2025-01-02 05:36:41
59,115,152,4,DEPOSIT,4,3609.68524,3609.68524,,2025-01-02 05:43:23
60,118,84,1,WITHDRAW,5,5200.492776,,,2025-01-02 06:03:46
61,119,681,4,DEPOSIT,3,1178.04424,1178.04424,,2025-01-02 06:22:21
62,120,960,2,DEPOSIT,4,5774.424139,5774.424139,,2025-01-02 06:36:46
63,121,109,2,BORROW,4,8360.05787,18738.2700635466,8360.05787,2025-01-02 06:37:57
64,124,124,1,WITHDRAW,1,2541.804676,,,2025-01-02 06:48:56
65,125,678,3,DEPOSIT,3,3883.595656,3883.595656,,2025-01-02 06:50:46
66,126,942,4,DEPOSIT,1,9770.364481,9770.364481,,2025-01-02 06:52:06
67,127,718,1,DEPOSIT,5,4232.789677,4232.789677,,2025-01-02 07:03:41
68,129,85,4,WITHDRAW,1,3804.712647,,,2025-01-02 07:32:17
69,135,887,4,WITHDRAW,2,8086.100916,,,2025-01-02 09:09:14
70,136,143,1,BORROW,5,4437.163214,10071.1787834592,4437.163214,2025-01-02 09:15:12
71,137,726,1,DEPOSIT,5,4192.059663,4192.059663,,2025-01-02 09:31:36
72,138,433,3,BORROW,1,8790.032154,19174.8468768004,8790.032154,2025-01-02 09:38:17
73,139,942,1,WITHDRAW,2,250.851661,,,2025-01-02 09:39:58
74,144,649,2,WITHDRAW,1,6674.152656,,,2025-01-02 10:09:46
75,145,70,2,WITHDRAW,1,2478.207534,,,2025-01-02 10:14:31
76,148,522,2,DEPOSIT,2,5993.798723,5993.798723,,2025-01-02 11:26:32
77,149,615,1,BORROW,1,7074.296301,17113.7610793239,7074.296301,2025-01-02 12:16:29
78,152,546,3,DEPOSIT,3,9342.26707,9342.26707,,2025-01-02 12:48:31
79,155,143,3,REPAY,2,3289.530588,,3289.530588,2025-01-02 13:08:20
80,157,346,3,DEPOSIT,4,2463.881799,2463.881799,,2025-01-02 13:25:02
81,159,403,3,BORROW,2,9285.276534,15404.7709317735,9285.276534,2025-01-02 13:39:50
82,163,115,3,DEPOSIT,3,4303.728404,4303.728404,,2025-01-02 14:45:37
83,164,770,3,BORROW,5,8423.603163,13925.6816396145,8423.603163,2025-01-02 14:50:24
84,165,781,2,BORROW,4,5462.941626,13002.0639647481,5462.941626,2025-01-02 14:50:36
85,166,759,1,WITHDRAW,4,965.879748,,,2025-01-02 15:14:00
86,169,757,1,WITHDRAW,4,5417.23357,,,2025-01-02 15:29:42
87,172,415,2,BORROW,3,3856.496191,5143.1863642688,3856.496191,2025-01-02 15:46:14
88,173,577,1,DEPOSIT,4,3894.810086,3894.810086,,2025-01-02 15:47:22
89,174,447,4,WITHDRAW,1,2556.708047,,,2025-01-02 17:01:41
90,176,235,3,DEPOSIT,1,801.761059,801.761059,,2025-01-02 17:18:28
91,178,893,2,BORROW,1,2953.605624,5028.1141042105,2953.605624,2025-01-02 17:28:03
92,179,242,1,BORROW,2,767.08282,1044.0617017423,767.08282,2025-01-02 17:36:58
93,180,547,3,BORROW,4,7259.764109,9584.1416297846,7259.764109,2025-01-02 18:30:09
94,181,9,3,BORROW,2,5181.134499,11923.238024634,5181.134499,2025-01-02 18:33:38
95,182,404,4,BORROW,1,1643.503164,2538.2100591343,1643.503164,2025-01-02 18:33:39
96,186,592,4,DEPOSIT,3,1677.286319,1677.286319,,2025-01-02 19:11:17
97,187,212,3,BORROW,3,1243.808331,2559.6116777182,1243.808331,2025-01-02 19:13:11
98,188,383,2,BORROW,4,7528.08261,13736.3152955037,7528.08261,2025-01-02 19:16:49
99,191,150,3,WITHDRAW,3,540.662223,,,2025-01-02 19:47:21
100,194,277,2,BORROW,5,6343.677625,8774.1077420119,6343.677625,2025-01-02 20:18:13
101,197,677,2,DEPOSIT,3,1430.690305,1430.690305,,2025-01-02 20:42:54
102,203,533,2,WITHDRAW,2,8151.169229,,,2025-01-02 21:21:47
103,204,522,1,WITHDRAW,4,9521.483523,,,2025-01-02 21:24:08
104,205,844,2,BORROW,2,8819.386941,17718.5424591965,8819.386941,2025-01-02 21:46:12
105,207,493,1,DEPOSIT,3,4361.878019,4361.878019,,2025-01-02 22:06:01
106,211,813,1,DEPOSIT,1,4717.369334,4717.369334,,2025-01-02 23:15:25
107,212,376,1,WITHDRAW,3,413.89402,,,2025-01-02 23:52:22
108,216,403,4,REPAY,4,3926.52738,,3926.52738,2025-01-03 00:38:52
109,217,835,3,WITHDRAW,2,6665.891094,,,2025-01-03 01:09:22
110,220,660,3,DEPOSIT,5,9374.987623,9374.987623,,2025-01-03 01:21:38
111,221,373,3,BORROW,2,753.947969,1421.5433762435,753.947969,2025-01-03 01:25:48
112,223,433,1,WITHDRAW,2,8693.049843,,,2025-01-03 01:50:26
113,225,739,1,BORROW,1,6352.225821,14925.1466417442,6352.225821,2025-01-03 02:02:23
114,226,346,2,BORROW,4,2189.511443,3913.4895784962,2189.511443,2025-01-03 02:11:14
115,229,811,4,BORROW,4,9149.641538,13989.6120986292,9149.641538,2025-01-03 02:48:08
116,233,656,4,DEPOSIT,1,9888.795215,9888.795215,,2025-01-03 03:57:49
117,236,174,2,DEPOSIT,4,9060.485884,9060.485884,,2025-01-03 04:53:51
118,238,874,3,WITHDRAW,1,9651.785308,,,2025-01-03 05:17:17
119,239,513,1,DEPOSIT,4,4817.606301,4817.606301,,2025-01-03 05:17:39
120,240,808,4,BORROW,2,8085.358793,18795.0526044677,8085.358793,2025-01-03 05:46:17
121,241,933,1,WITHDRAW,1,1631.298392,,,2025-01-03 06:00:25
122,242,548,1,WITHDRAW,3,3408.405951,,,2025-01-03 06:04:16
123,243,827,2,BORROW,4,1758.477829,3232.6402575224,1758.477829,2025-01-03 06:04:21
124,244,766,4,WITHDRAW,2,5579.00308,,,2025-01-03 06:16:08
125,246,665,3,DEPOSIT,1,8621.448397,8621.448397,,2025-01-03 06:56:18
126,250,422,1,WITHDRAW,3,4987.887597,,,2025-01-03 07:24:53
127,251,292,1,DEPOSIT,2,3631.696299,3631.696299,,2025-01-03 07:43:23
128,255,71,1,BORROW,5,1157.604093,2756.1159069929,1157.604093,2025-01-03 08:14:10
129,257,665,1,DEPOSIT,1,4708.453584,4708.453584,,2025-01-03 08:51:35
130,258,981,4,DEPOSIT,2,62.812035,62.812035,,2025-01-03 08:53:32
131,261,877,4,DEPOSIT,3,24.511869,24.511869,,2025-01-03 09:16:08
132,263,256,2,DEPOSIT,4,9652.546743,9652.546743,,2025-01-03 09:30:16
133,266,455,2,WITHDRAW,2,3898.218204,,,2025-01-03 09:37:10
134,267,679,3,BORROW,4,4430.763109,10712.5974905089,4430.763109,2025-01-03 09:52:25
135,268,63,3,WITHDRAW,4,2046.36039,,,2025-01-03 09:53:43
136,269,287,4,BORROW,1,7878.38271,10077.0687087409,7878.38271,2025-01-03 10:09:01
137,272,957,3,BORROW,3,5268.079497,8197.0523759399,5268.079497,2025-01-03 10:47:32
138,273,529,1,DEPOSIT,1,5675.887116,5675.887116,,2025-01-03 11:01:22
139,275,21,4,DEPOSIT,5,5683.831123,5683.831123,,2025-01-03 11:24:59
140,276,751,3,DEPOSIT,3,5866.061637,5866.061637,,2025-01-03 11:30:53
141,279,918,1,BORROW,4,2129.097578,3476.4593821431,2129.097578,2025-01-03 12:06:26
142,282,96,2,DEPOSIT,5,451.26384,451.26384,,2025-01-03 12:33:31
143,284,103,2,BORROW,5,9255.629514,21514.3047039277,9255.629514,2025-01-03 13:10:53
144,286,282,1,WITHDRAW,2,7327.077869,,,2025-01-03 13:56:37
145,287,303,2,DEPOSIT,2,324.594096,324.594096,,2025-01-03 14:00:14
146,288,643,2,DEPOSIT,4,6882.292115,6882.292115,,2025-01-03 14:54:00
147,290,426,2,BORROW,2,2734.787002,5753.6476178696,2734.787002,2025-01-03 15:11:56
148,291,544,3,WITHDRAW,5,8865.018127,,,2025-01-03 15:29:41
149,295,491,1,DEPOSIT,2,5184.364784,5184.364784,,2025-01-03 16:00:06
150,298,823,2,DEPOSIT,1,6252.152067,6252.152067,,2025-01-03 16:46:47
151,300,799,1,BORROW,1,927.974598,2024.5260876802,927.974598,2025-01-03 17:36:14
152,301,600,4,BORROW,2,9535.577681,14393.453546615,9535.577681,2025-01-03 17:38:13
153,305,808,4,REPAY,1,4209.088194,,4209.088194,2025-01-03 18:06:54
231,450,512,4,WITHDRAW,2,493.680463,,,2025-01-05 05:56:39
154,310,791,2,DEPOSIT,5,1266.409134,1266.409134,,2025-01-03 18:58:25
155,312,641,4,WITHDRAW,2,4989.487764,,,2025-01-03 19:51:15
156,314,634,3,DEPOSIT,5,4082.335707,4082.335707,,2025-01-03 20:42:06
157,316,474,4,WITHDRAW,3,1575.15339,,,2025-01-03 21:37:05
158,318,301,1,BORROW,1,4751.337301,11026.6218478036,4751.337301,2025-01-03 21:52:47
159,319,298,1,BORROW,5,7743.165279,14057.4841073501,7743.165279,2025-01-03 21:58:17
160,322,214,3,WITHDRAW,2,5875.344345,,,2025-01-03 23:06:05
161,323,228,1,WITHDRAW,1,7115.942278,,,2025-01-03 23:27:36
162,324,807,2,BORROW,1,2486.85359,3861.1374379422,2486.85359,2025-01-03 23:36:47
163,325,222,2,BORROW,3,488.190342,911.944617611,488.190342,2025-01-04 00:17:32
164,326,980,4,BORROW,5,7608.143702,10320.8088488188,7608.143702,2025-01-04 00:22:31
165,328,831,3,BORROW,1,7808.466863,19062.3650966379,7808.466863,2025-01-04 00:50:33
166,333,28,2,DEPOSIT,4,1714.300879,1714.300879,,2025-01-04 01:18:55
167,334,518,4,BORROW,2,2822.694665,3955.7061013214,2822.694665,2025-01-04 01:51:59
168,335,957,2,REPAY,3,2990.753101,,2990.753101,2025-01-04 01:58:51
169,336,376,2,DEPOSIT,3,4928.831543,4928.831543,,2025-01-04 02:01:50
170,337,762,1,BORROW,1,7488.794841,10266.5051173356,7488.794841,2025-01-04 02:13:36
171,338,44,2,REPAY,1,4060.039661,,4060.039661,2025-01-04 02:14:23
172,339,893,1,REPAY,4,1147.004367,,1147.004367,2025-01-04 02:44:40
173,340,787,3,BORROW,3,615.315511,1509.8010335595,615.315511,2025-01-04 03:06:58
174,341,586,4,BORROW,4,7654.214636,16574.1583355627,7654.214636,2025-01-04 03:14:35
175,343,541,3,DEPOSIT,3,2381.882479,2381.882479,,2025-01-04 03:30:12
176,344,542,2,BORROW,1,2414.099827,3216.1755580398,2414.099827,2025-01-04 03:35:24
177,347,613,4,DEPOSIT,4,8697.104116,8697.104116,,2025-01-04 03:52:35
178,348,620,1,DEPOSIT,4,8892.62232,8892.62232,,2025-01-04 03:58:29
179,349,594,2,WITHDRAW,2,3310.234543,,,2025-01-04 04:30:53
180,350,909,2,DEPOSIT,2,8906.491377,8906.491377,,2025-01-04 04:33:10
181,351,840,4,DEPOSIT,4,5643.512225,5643.512225,,2025-01-04 05:11:14
182,352,717,4,BORROW,5,1634.508081,2834.4095701314,1634.508081,2025-01-04 05:18:19
183,353,996,2,DEPOSIT,2,3101.922547,3101.922547,,2025-01-04 05:30:10
184,354,622,3,DEPOSIT,5,6505.393982,6505.393982,,2025-01-04 05:32:01
185,356,121,4,WITHDRAW,5,3419.983902,,,2025-01-04 05:46:41
186,358,388,1,DEPOSIT,2,5622.32267,5622.32267,,2025-01-04 05:56:58
187,363,207,3,BORROW,2,8253.249377,11230.3027402244,8253.249377,2025-01-04 08:28:06
188,364,68,3,BORROW,1,893.033908,1707.5651085187,893.033908,2025-01-04 08:59:37
189,365,330,2,REPAY,2,5366.094892,,5366.094892,2025-01-04 09:02:49
190,367,401,2,DEPOSIT,4,7262.951897,7262.951897,,2025-01-04 09:45:57
191,368,611,1,BORROW,1,7484.043893,15324.31410897,7484.043893,2025-01-04 10:14:57
192,371,960,2,WITHDRAW,3,2034.159531,,,2025-01-04 10:48:36
193,373,769,2,WITHDRAW,3,4682.599818,,,2025-01-04 11:29:27
194,377,111,2,WITHDRAW,4,9152.553589,,,2025-01-04 12:19:41
195,378,95,2,WITHDRAW,5,1032.356231,,,2025-01-04 12:29:40
196,379,430,3,BORROW,5,7372.024917,13271.005149176,7372.024917,2025-01-04 13:37:14
197,383,242,1,REPAY,2,328.754573,,328.754573,2025-01-04 14:47:19
198,385,676,4,DEPOSIT,5,9371.217037,9371.217037,,2025-01-04 14:58:51
199,386,751,1,DEPOSIT,2,9817.203394,9817.203394,,2025-01-04 15:14:03
200,387,468,3,WITHDRAW,5,2359.839646,,,2025-01-04 15:14:11
201,388,560,1,WITHDRAW,2,8510.21587,,,2025-01-04 15:14:27
202,390,621,1,DEPOSIT,5,6476.234839,6476.234839,,2025-01-04 15:38:39
203,391,520,4,WITHDRAW,1,925.740445,,,2025-01-04 15:50:24
204,393,987,4,DEPOSIT,4,6108.214965,6108.214965,,2025-01-04 16:15:16
205,396,378,1,BORROW,3,6669.344116,13648.1756416313,6669.344116,2025-01-04 16:50:24
206,397,391,1,REPAY,4,983.581114,,983.581114,2025-01-04 16:54:41
207,399,404,3,REPAY,5,439.012564,,439.012564,2025-01-04 18:23:20
208,402,495,2,WITHDRAW,4,9686.593656,,,2025-01-04 19:28:19
209,411,822,1,BORROW,1,7785.703702,15647.5124733728,7785.703702,2025-01-04 20:52:16
210,412,971,4,DEPOSIT,5,5619.241109,5619.241109,,2025-01-04 21:20:20
211,413,490,2,BORROW,3,2426.598379,5673.5026222836,2426.598379,2025-01-04 21:27:02
212,414,357,4,WITHDRAW,3,4166.670222,,,2025-01-04 21:34:12
213,415,519,4,DEPOSIT,5,2802.585442,2802.585442,,2025-01-04 21:42:25
214,417,325,2,WITHDRAW,3,5025.291322,,,2025-01-04 22:17:31
215,418,991,1,DEPOSIT,3,1369.891482,1369.891482,,2025-01-04 23:04:27
216,419,821,2,BORROW,2,820.206873,1191.5580184828,820.206873,2025-01-04 23:04:53
217,421,535,2,BORROW,4,6851.749887,12598.1153244917,6851.749887,2025-01-05 00:32:35
218,424,757,2,WITHDRAW,3,9497.534535,,,2025-01-05 00:48:49
219,425,178,2,WITHDRAW,1,1912.332946,,,2025-01-05 00:58:02
220,429,267,4,REPAY,3,85.573574,,85.573574,2025-01-05 02:12:46
221,430,334,4,BORROW,1,3885.886552,6248.2750731304,3885.886552,2025-01-05 02:24:56
222,431,402,1,WITHDRAW,4,6457.748812,,,2025-01-05 02:34:35
223,432,204,2,DEPOSIT,2,9567.343121,9567.343121,,2025-01-05 02:50:09
224,435,373,2,REPAY,5,292.670036,,292.670036,2025-01-05 03:13:01
225,437,260,1,WITHDRAW,4,1812.800067,,,2025-01-05 03:55:58
226,439,611,1,REPAY,4,2191.428899,,2191.428899,2025-01-05 04:07:13
227,440,594,2,WITHDRAW,5,1315.3766,,,2025-01-05 04:08:36
228,441,101,4,BORROW,3,7319.110576,14461.3946537532,7319.110576,2025-01-05 04:09:36
229,442,178,3,BORROW,1,7633.867954,16299.4064587559,7633.867954,2025-01-05 04:30:14
230,447,585,2,WITHDRAW,1,6432.687578,,,2025-01-05 05:35:46
232,451,162,4,DEPOSIT,4,4670.862617,4670.862617,,2025-01-05 06:07:17
233,454,220,2,BORROW,5,4371.340663,7312.4294584982,4371.340663,2025-01-05 06:41:53
234,455,184,1,WITHDRAW,3,1504.821424,,,2025-01-05 07:03:51
235,456,292,4,BORROW,5,6290.949091,14221.7092344751,6290.949091,2025-01-05 07:08:14
236,457,591,3,WITHDRAW,2,3762.013597,,,2025-01-05 07:37:45
237,458,718,4,WITHDRAW,3,8398.064161,,,2025-01-05 08:18:52
238,460,844,2,LIQUIDATION,1,8819.386941,8204.7975968068,8819.386941,2025-01-05 08:45:56
239,464,739,1,REPAY,5,2992.578226,,2992.578226,2025-01-05 09:44:39
240,466,8,1,DEPOSIT,3,2504.477424,2504.477424,,2025-01-05 09:57:15
241,468,454,3,DEPOSIT,3,2857.585642,2857.585642,,2025-01-05 10:24:44
242,469,862,4,BORROW,3,4398.430229,10253.182895257,4398.430229,2025-01-05 10:55:15
243,471,103,4,REPAY,1,2273.98712,,2273.98712,2025-01-05 11:18:44
244,472,100,1,REPAY,4,2266.065283,,2266.065283,2025-01-05 11:21:56
245,475,180,1,BORROW,2,272.553132,506.4721088912,272.553132,2025-01-05 11:49:56
246,477,204,4,WITHDRAW,2,1574.278857,,,2025-01-05 12:00:33
247,479,717,3,REPAY,1,756.263851,,756.263851,2025-01-05 12:24:52
248,480,642,1,DEPOSIT,1,4474.844501,4474.844501,,2025-01-05 13:05:26
249,481,259,2,BORROW,3,5484.392075,8174.5682283264,5484.392075,2025-01-05 13:09:11
250,482,577,1,WITHDRAW,3,3157.319284,,,2025-01-05 13:12:02
251,484,842,4,WITHDRAW,5,6392.42714,,,2025-01-05 14:21:07
252,485,450,3,WITHDRAW,4,1029.533632,,,2025-01-05 14:22:53
253,487,448,3,DEPOSIT,5,5832.810746,5832.810746,,2025-01-05 14:27:07
254,488,16,2,BORROW,3,8845.907432,13391.9085453981,8845.907432,2025-01-05 14:32:37
255,489,220,2,REPAY,5,852.945034,,852.945034,2025-01-05 14:41:48
256,490,682,1,DEPOSIT,3,8497.697463,8497.697463,,2025-01-05 15:25:47
257,491,819,4,BORROW,3,9018.241358,18976.584711867,9018.241358,2025-01-05 15:31:43
258,492,986,3,BORROW,5,9285.253386,21922.8403918374,9285.253386,2025-01-05 15:47:11
259,493,73,3,WITHDRAW,3,5355.68844,,,2025-01-05 15:51:07
260,497,524,3,DEPOSIT,5,7916.718236,7916.718236,,2025-01-05 16:48:43
261,498,517,4,DEPOSIT,4,6649.188436,6649.188436,,2025-01-05 16:58:50
262,499,235,4,REPAY,1,186.6977,,186.6977,2025-01-05 16:59:12
263,501,472,2,WITHDRAW,4,2935.570234,,,2025-01-05 18:28:12
264,502,719,4,WITHDRAW,4,5472.516412,,,2025-01-05 18:54:25
265,505,588,4,DEPOSIT,3,5331.707387,5331.707387,,2025-01-05 19:11:42
266,508,918,2,REPAY,3,2126.37465,,2126.37465,2025-01-05 20:00:16
267,512,281,4,BORROW,5,4080.440995,8721.474850165,4080.440995,2025-01-05 21:46:36
268,513,919,2,DEPOSIT,5,7004.94412,7004.94412,,2025-01-05 21:51:33
269,514,646,1,BORROW,5,8676.357655,14377.4748655942,8676.357655,2025-01-05 21:53:08
270,516,404,2,DEPOSIT,5,6991.81866,6991.81866,,2025-01-05 22:14:30
271,518,51,2,BORROW,5,7251.577729,17305.9412070427,7251.577729,2025-01-05 22:29:02
272,519,800,2,BORROW,3,7000.209828,10376.2794705704,7000.209828,2025-01-05 22:37:48
273,520,117,4,BORROW,1,6859.38395,10622.1112757707,6859.38395,2025-01-05 23:00:11
274,521,771,4,WITHDRAW,2,3150.736208,,,2025-01-05 23:29:31
275,522,103,1,REPAY,3,3079.495186,,3079.495186,2025-01-05 23:29:37
276,523,667,3,WITHDRAW,3,1797.486136,,,2025-01-05 23:40:46
277,524,699,4,DEPOSIT,5,4319.086652,4319.086652,,2025-01-05 23:56:13
278,525,269,3,BORROW,3,4293.547746,5488.9631984769,4293.547746,2025-01-06 00:07:51
279,528,875,3,DEPOSIT,3,551.382099,551.382099,,2025-01-06 00:45:53
280,530,186,4,DEPOSIT,4,6942.556802,6942.556802,,2025-01-06 00:59:32
281,532,996,4,WITHDRAW,3,9933.801327,,,2025-01-06 01:07:55
282,534,82,3,LIQUIDATION,5,10735.409056,11105.1114838377,10735.409056,2025-01-06 01:33:45
283,536,748,1,BORROW,2,2118.520365,5216.0785664928,2118.520365,2025-01-06 02:12:53
284,539,770,3,LIQUIDATION,3,8423.603163,9048.494173704,8423.603163,2025-01-06 02:29:32
285,540,275,3,BORROW,4,3124.480518,5204.5213591298,3124.480518,2025-01-06 02:47:07
286,541,758,1,BORROW,2,1202.896234,2794.6715754679,1202.896234,2025-01-06 02:49:03
287,543,249,4,DEPOSIT,2,1705.513163,1705.513163,,2025-01-06 02:52:09
288,544,389,3,WITHDRAW,4,7145.025595,,,2025-01-06 03:08:09
289,549,438,2,BORROW,5,8212.5475,18630.9113160603,8212.5475,2025-01-06 05:00:38
290,552,262,4,DEPOSIT,5,9881.838196,9881.838196,,2025-01-06 05:20:44
291,557,512,2,BORROW,2,9835.713805,12218.2400163509,9835.713805,2025-01-06 07:13:05
292,558,729,2,WITHDRAW,2,1220.054585,,,2025-01-06 07:26:15
293,559,180,4,REPAY,5,140.413437,,140.413437,2025-01-06 07:27:38
294,562,327,1,DEPOSIT,1,7863.826187,7863.826187,,2025-01-06 07:55:42
295,567,276,4,BORROW,1,9169.784749,18589.926985416,9169.784749,2025-01-06 09:38:34
296,568,721,3,WITHDRAW,2,25.840604,,,2025-01-06 09:53:47
297,569,629,4,WITHDRAW,3,429.157077,,,2025-01-06 09:58:57
298,572,580,4,BORROW,5,7837.733888,15142.7805639611,7837.733888,2025-01-06 10:23:09
299,578,288,4,BORROW,5,9405.657294,13121.7980798123,9405.657294,2025-01-06 12:13:48
300,580,376,1,BORROW,2,8250.74421,16313.0868934973,8250.74421,2025-01-06 12:33:07
301,583,420,4,BORROW,1,1799.602988,3139.6286209856,1799.602988,2025-01-06 13:04:36
302,585,92,2,DEPOSIT,5,1617.568463,1617.568463,,2025-01-06 13:13:17
303,587,68,1,LIQUIDATION,3,893.033908,727.7169331568,893.033908,2025-01-06 14:05:32
304,588,2,1,WITHDRAW,1,3156.683859,,,2025-01-06 14:17:36
305,593,286,1,DEPOSIT,4,9593.768301,9593.768301,,2025-01-06 14:58:30
306,594,486,1,BORROW,3,2210.852179,3969.8265917383,2210.852179,2025-01-06 15:06:56
307,602,333,3,BORROW,4,7333.136716,13046.0900869478,7333.136716,2025-01-06 16:29:34
308,604,704,3,BORROW,3,7071.180061,16847.1838827025,7071.180061,2025-01-06 16:48:36
309,605,720,3,DEPOSIT,4,9194.578769,9194.578769,,2025-01-06 17:17:27
310,606,86,2,WITHDRAW,1,1830.586434,,,2025-01-06 17:19:15
311,607,580,1,BORROW,4,881.505105,1429.4732820115,881.505105,2025-01-06 17:23:50
312,608,953,3,WITHDRAW,5,4407.143952,,,2025-01-06 17:24:08
313,609,290,1,BORROW,4,7673.351189,9503.5435416399,7673.351189,2025-01-06 17:25:19
314,610,610,3,WITHDRAW,5,6442.693858,,,2025-01-06 17:28:07
315,611,68,3,BORROW,4,9578.186969,20795.3753620326,9578.186969,2025-01-06 17:34:54
316,612,13,1,BORROW,5,129.741534,284.8697920785,129.741534,2025-01-06 17:44:14
317,613,439,3,BORROW,5,737.653705,1440.308703618,737.653705,2025-01-06 17:46:51
318,614,97,2,WITHDRAW,3,9598.845105,,,2025-01-06 18:03:56
